id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
5587,hilarious,adjective,b2,N/A,അതിരസകരമായ / ചിരിപ്പിക്കുന്ന / തമാശയായ,atirasakaramāya / cirippikkunna / tamāśayāya
5588,hip,noun,b2,N/A,ഇടുപ്പ് / അരക്കെട്ട്,iṭupp / arakkeṭṭ
5589,hire (person recruited),noun,b2,N/A,നിയമിക്കപ്പെട്ടയാൾ / ജീവനക്കാരൻ,niyamikkappeṭṭayāḷ / jīvanakkāran
5590,hire (rental cost or agreement),noun,b2,N/A,വാടക / വാടകക്കരാർ / പാട്ടം,vāṭaka / vāṭakakkarār / pāṭṭaṁ
5591,hire (rental cost/agreement),noun,b2,N/A,വാടക / വാടകക്കരാർ / പാട്ടം,vāṭaka / vāṭakakkarār / pāṭṭaṁ
5592,historian (female),noun,b2,N/A,ചരിത്രകാരി,caritrakāri
5593,hold (cargo area),noun,b2,N/A,ചരക്ക് അറ / കാർഗോ ഹോൾഡ്,carakk aṟa / kārgō hōḷḍ
5594,hold (grip),noun,b2,N/A,പിടി / പിടുത്തം / മുറുക്കം,piṭi / piṭuttaṁ / muṟukkaṁ
5595,hold (influence),noun,b2,N/A,സ്വാധീനം / പിടിപാട് / നിയന്ത്രണം,svādhīnaṁ / piṭipāṭ / niyantraṇaṁ
5596,hollow (meaningless or vain),adjective,b2,N/A,അർത്ഥശൂന്യമായ / വ്യർത്ഥമായ / പൊള്ളയായ,artthaśūnyamāya / vyartthamāya / poḷḷayāya
5597,hollow (meaningless/vain),adjective,b2,N/A,അർത്ഥശൂന്യമായ / വ്യർത്ഥമായ / പൊള്ളയായ,artthaśūnyamāya / vyartthamāya / poḷḷayāya
5598,holy,adjective,b2,N/A,വിശുദ്ധമായ / പുണ്യമായ / പവിത്രമായ,viśuddhamāya / puṇyamāya / pavitramāya
5599,homeless,adjective,b2,N/A,ഭവനരഹിതനായ / വീടില്ലാത്ത / അഗതിയായ,bhavanarahitanāya / vīṭillātta / agatiyāya
5600,honesty,noun,b2,nan,സത്യസന്ധത / ആത്മാർത്ഥത / നേര്,satyasandhata / ātmārtthata / nēr
5601,honour,noun,b2,nan,ബഹുമാനം / ആദരം / മാനം / അഭിമാനം,bahumānaṁ / ādaraṁ / mānaṁ / abhimānaṁ
5602,hook (boxing punch),noun,b2,nan,ഹുക്ക്,hukk
5603,hook (memorable element),noun,b2,nan,ആകർഷണം / ഹുക്ക്,ākarṣaṇaṁ / hukk
5604,"hook (memorable element, music or advertising)",noun,b2,nan,ഹുക്ക് / ആകർഷകമായ ഭാഗം,hukk / ākarṣakamāya bhāgaṁ
5605,hopefully,adverb,b2,nan,പ്രതീക്ഷയോടെ / ഒരുപക്ഷേ,pratīkṣayōṭe / orupakṣē
5606,host (computer network),noun,b2,nan,ഹോസ്റ്റ്,hōsṟṟ
5607,household (pertaining to domestic matters),noun,b2,nan,ഗാർഹികം / കുടുംബം,gārhikaṁ / kuṭuṁbaṁ
5608,housing (accommodation provision),noun,b2,nan,പാർപ്പിടം / താമസം / ഭവനം,pārppiṭaṁ / tāmasaṁ / bhavanaṁ
5609,"housing (casing, enclosure)",noun,b2,nan,കവചം / ആവരണം / ഉറ,kavacaṁ / āvaraṇaṁ / uṟa
5610,human being,noun,b2,nan,മനുഷ്യൻ / മനുഷ്യജീവി / ആൾ,manuṣyan / manuṣyajīvi / āḷ
5611,humorous,adjective,b2,nan,ഹാസ്യപരമായ / തമാശയുള്ള / രസകരമായ,hāsyaparamāya / tamāśayuḷḷa / rasakaramāya
5612,humour (mood or temper),noun,b2,nan,മനോഭാവം / സ്വഭാവം / മാനസികാവസ്ഥ,manōbhāvaṁ / svabhāvaṁ / mānasikāvastha
5613,"hunger (strong desire, craving)",noun,b2,nan,ആഗ്രഹം / കൊതി / തൃഷ്ണ,āgrahaṁ / koti / tr̥ṣṇa
5614,hunt (search),noun,b2,nan,തിരച്ചിൽ / അന്വേഷണം,tiraccil / anvēṣaṇaṁ
5615,hunt (systematic search),noun,b2,nan,അന്വേഷണം / തിരച്ചിൽ,anvēṣaṇaṁ / tiraccil
5616,hunting (search for),noun,b2,nan,തിരച്ചിൽ / അന്വേഷണം,tiraccil / anvēṣaṇaṁ
5617,"hurt (injury, wound)",noun,b2,nan,പരിക്ക് / മുറിവ് / ക്ഷതം,parikk / muṟiv / kṣataṁ
5618,"hurt (pain, distress)",noun,b2,nan,വേദന / ദുരിതം / വിഷമം / സങ്കടം,vēdana / duritaṁ / viṣamaṁ / saṅkaṭaṁ
5619,hypothesis,noun,b2,nan,പരികൽപ്പന / അനുമാനം / ഊഹം,parikalppana / anumānaṁ / ūhaṁ
5620,icon (computer graphic),noun,b2,nan,ഐക്കൺ,aikkaṇ
5621,icon (person or symbol of status),noun,b2,nan,പ്രതീകം / മാതൃക / ഐക്കൺ,pratīkaṁ / mātr̥ka / aikkaṇ
5622,"id (identification document, number)",noun,b2,nan,ഐഡി / തിരിച്ചറിയൽ കാർഡ് / നമ്പർ,aiḍi / tiriccaṟiyal kārḍ / nampar
5623,ideal,noun,b2,nan,ആദർശം / ലക്ഷ്യം / മാതൃക,ādarśaṁ / lakṣyaṁ / mātr̥ka
5624,identical,adjective,b2,nan,സമാനമായ / ഒരേപോലെയുള്ള / തുല്യമായ,samānamāya / orēpōleyuḷḷa / tulyamāya
5625,illusion,noun,b2,nan,മിഥ്യാബോധം / മിഥ്യാധാരണ / മായ,mithyābōdhaṁ / mithyādhāraṇa / māya
5626,illustration (example),noun,b2,nan,ഉദാഹരണം / ദൃഷ്ടാന്തം,udāharaṇaṁ / dr̥ṣṭāntaṁ
5627,illustration (picture),noun,b2,nan,ചിത്രം / ചിത്രീകരണം,citraṁ / citrīkaraṇaṁ
5628,"imagination (faculty, power)",noun,b2,nan,ഭാവന / സങ്കൽപ്പം,bhāvana / saṅkalppaṁ
5629,immigration,noun,b2,nan,കുടിയേറ്റം / ഇമ്മിഗ്രേഷൻ,kuṭiyēṟṟaṁ / immigrēṣan
5630,immune (exempt from responsibility),adjective,b2,nan,ഒഴിവാക്കപ്പെട്ട / മുക്തമായ,oḻivākkappeṭṭa / muktamāya
5631,impatient,adjective,b2,nan,ക്ഷമയില്ലാത്ത / അക്ഷമനായ,kṣamayillātta / akṣamanāya
5632,implication (consequence or ramification),noun,b2,nan,സൂചന / പരിണിതഫലം / ധ്വനി,sūcana / pariṇitaphalaṁ / dhvani
5633,implication (involvement in a crime),noun,b2,nan,ഉൾപ്പെടൽ / പങ്കാളിത്തം,uḷppeṭal / paṅkāḷittaṁ
5634,import (significance),noun,b2,nan,പ്രാധാന്യം / പ്രാമുഖ്യം,prādhānyaṁ / prāmukhyaṁ
5635,impressed,adjective,b2,nan,മതിപ്പുളവാക്കിയ / ആകർഷിതനായ,matippuḷavākkiya / ākarṣitanāya
5636,"in addition (moreover, also)",adverb,b2,nan,കൂടാതെ / അതുപോലെ / പുറമെ,kūṭāte / atupōle / puṟame
5637,incentive (financial reward),noun,b2,nan,പ്രോത്സാഹനം / പ്രചോദനം / ആനുകൂല്യം,prōtsāhanaṁ / pracōdanaṁ / ānukūlyaṁ
5638,incident,noun,b2,nan,സംഭവം / സംഭവിച്ച കാര്യം,saṁbhavaṁ / saṁbhavicca kāryaṁ
5639,income,noun,b2,nan,വരുമാനം / ആദായം,varumānaṁ / ādāyaṁ
5640,"incorrect (improper, inappropriate)",adjective,b2,nan,തെറ്റായ / അനുചിതമായ / ശരിയല്ലാത്ത,teṟṟāya / anucitamāya / śariyallātta
5641,increasingly,adverb,b2,nan,വർദ്ധിച്ചുവരുന്നു / കൂടുതൽ കൂടുതൽ / വർദ്ധിച്ച തോതിൽ,varddhiccuvarunnu / kūṭutal kūṭutal / varddhicca tōtil
5642,independence (self-reliance),noun,b2,nan,സ്വാതന്ത്ര്യം / സ്വാശ്രയത്വം,svātantryaṁ / svāśrayatvaṁ
5643,index (book listing),noun,b2,nan,സൂചിക / ഇൻഡെക്സ്,sūcika / inḍeks
5644,index (economic indicator),noun,b2,nan,സൂചിക / ഇൻഡെക്സ്,sūcika / inḍeks
5645,indication (medical necessity),noun,b2,nan,സൂചന / ആവശ്യകത,sūcana / āvaśyakata
5646,indication (sign or signal),noun,b2,nan,സൂചന / അടയാളം / ലക്ഷണം,sūcana / aṭayāḷaṁ / lakṣaṇaṁ
5647,industrial,adjective,b2,nan,വ്യാവസായിക,vyāvasāyika
5648,inevitable,adjective,b2,nan,ഒഴിവാക്കാനാവാത്ത / അനിവാര്യം,oḻivākkānāvātta / anivāryaṁ
5649,inevitably,adverb,b2,nan,ഒഴിവാക്കാനാവാതെ / അനിവാര്യമായി,oḻivākkānāvāte / anivāryamāyi
5650,infection,noun,b2,nan,അണുബാധ / രോഗബാധ,aṇubādha / rōgabādha
5651,inferiority complex,noun,b2,nan,അപകർഷതാബോധം,apakarṣatābōdhaṁ
5652,"inflation (physical expansion, swelling)",noun,b2,nan,വീക്കം / വികാസം,vīkkaṁ / vikāsaṁ
5653,info (casual abbreviation),noun,b2,nan,വിവരം / വിവരങ്ങൾ,vivaraṁ / vivaraṅṅaḷ
5654,information (formal),noun,b2,nan,വിവരം / വിവരങ്ങൾ / അറിവ്,vivaraṁ / vivaraṅṅaḷ / aṟiv
5655,infrastructure,noun,b2,nan,അടിസ്ഥാന സൗകര്യങ്ങൾ / ഇൻഫ്രാസ്ട്രക്ചർ,aṭisthāna saukaryaṅṅaḷ / inphrāsṭrakcar
5656,ingredient (abstract component),noun,b2,nan,ഘടകം / ഭാഗം,ghaṭakaṁ / bhāgaṁ
5657,inhabitant (native or indigenous),noun,b2,nan,തദ്ദേശവാസി / നിവാസി / താമസക്കാരൻ / സ്വദേശി,taddēśavāsi / nivāsi / tāmasakkāran / svadēśi
5658,initial,adjective,b2,nan,ആദ്യത്തെ / പ്രാരംഭ,ādyatte / prāraṁbha
5659,initially (at first),adverb,b2,nan,ആദ്യം / തുടക്കത്തിൽ,ādyaṁ / tuṭakkattil
5660,initiative (personal drive),noun,b2,nan,മുൻകൈ / താല്പര്യം / ഉത്സാഹം,munkai / tālparyaṁ / utsāhaṁ
5661,initiative (plan or project),noun,b2,nan,പദ്ധതി / സംരംഭം,paddhati / saṁraṁbhaṁ
5662,"inner (emotional, spiritual)",adjective,b2,nan,ആന്തരികമായ / മാനസികമായ / ആത്മീയമായ,āntarikamāya / mānasikamāya / ātmīyamāya
5663,"inner (emotional, spiritual, internal)",adjective,b2,nan,ആന്തരികമായ / മാനസികമായ / ആത്മീയമായ,āntarikamāya / mānasikamāya / ātmīyamāya
5664,"innovation (novelty, newness)",noun,b2,nan,നവീകരണം / പുതുമ / നൂതനത്വം,navīkaraṇaṁ / putuma / nūtanatvaṁ
5665,innovative,adjective,b2,nan,നൂതനമായ / നവീനമായ,nūtanamāya / navīnamāya
5666,input (contribution or feedback),noun,b2,nan,സംഭാവന / അഭിപ്രായം / പ്രതികരണം,saṁbhāvana / abhiprāyaṁ / pratikaraṇaṁ
5667,input (contribution),noun,b2,nan,സംഭാവന,saṁbhāvana
5668,input (data entry),noun,b2,nan,ഇൻപുട്ട് / വിവരങ്ങൾ നൽകൽ,inpuṭṭ / vivaraṅṅaḷ nalkal
5669,input (feedback),noun,b2,nan,അഭിപ്രായം / പ്രതികരണം,abhiprāyaṁ / pratikaraṇaṁ
5670,"input (feedback, opinion)",noun,b2,nan,അഭിപ്രായം / പ്രതികരണം,abhiprāyaṁ / pratikaraṇaṁ
5671,input (suggestion or feedback),noun,b2,nan,നിർദ്ദേശം / അഭിപ്രായം / പ്രതികരണം,nirddēśaṁ / abhiprāyaṁ / pratikaraṇaṁ
5672,inquiry (formal investigation),noun,b2,nan,അന്വേഷണം / വിചാരണ,anvēṣaṇaṁ / vicāraṇa
5673,"inquiry (question, request for info)",noun,b2,nan,അന്വേഷണം / ചോദ്യം / വിവരങ്ങൾ തേടൽ,anvēṣaṇaṁ / cōdyaṁ / vivaraṅṅaḷ tēṭal
5674,"inquiry (question, request for information)",noun,b2,nan,അന്വേഷണം / ചോദ്യം / വിവരങ്ങൾ തേടൽ,anvēṣaṇaṁ / cōdyaṁ / vivaraṅṅaḷ tēṭal
5675,insight (deep understanding),noun,b2,nan,ഉൾക്കാഴ്ച / ഉൾബോധം / അന്തർജ്ഞാനം,uḷkkāḻca / uḷbōdhaṁ / antarjñānaṁ
5676,"insight (specific finding, data-based)",noun,b2,nan,കണ്ടെത്തൽ / സൂക്ഷ്മമായ അറിവ്,kaṇṭettal / sūkṣmamāya aṟiv
5677,inspector,noun,b2,nan,ഇൻസ്പെക്ടർ / പരിശോധകൻ / നിരീക്ഷകൻ,inspekṭar / pariśōdhakan / nirīkṣakan
5678,"installation (artwork, exhibit)",noun,b2,nan,ഇൻസ്റ്റലേഷൻ / സ്ഥാപനം / പ്രദർശന വസ്തു,insṟṟalēṣan / sthāpanaṁ / pradarśana vastu
5679,"installation (facility, base)",noun,b2,nan,സ്ഥാപനം / കേന്ദ്രം / താവളം,sthāpanaṁ / kēndraṁ / tāvaḷaṁ
5680,instance,noun,b2,nan,സന്ദർഭം / സംഭവം,sandarbhaṁ / saṁbhavaṁ
5681,instance (example),noun,b2,nan,ഉദാഹരണം / മാതൃക,udāharaṇaṁ / mātr̥ka
5682,instant (quick preparation),adjective,b2,nan,ഇൻസ്റ്റന്റ് / തൽക്ഷണ / പെട്ടെന്ന് തയ്യാറാക്കാവുന്ന,insṟṟanṟ / talkṣaṇa / peṭṭenn tayyāṟākkāvunna
5683,"instantly (immediately, right away)",adverb,b2,nan,ഉടൻ / തൽക്ഷണം / അപ്പോൾതന്നെ,uṭan / talkṣaṇaṁ / appōḷtanne
5684,institute,noun,b2,nan,സ്ഥാപനം / ഇൻസ്റ്റിറ്റ്യൂട്ട് / വിദ്യാലയം,sthāpanaṁ / insṟṟiṟṟyūṭṭ / vidyālayaṁ
5685,institution (social custom or practice),noun,b2,nan,ആചാരം / സമ്പ്രദായം / വ്യവസ്ഥ,ācāraṁ / sampradāyaṁ / vyavastha
5686,"insufficient (in quantity, not enough)",adjective,b2,nan,അപര്യാപ്തം / മതിയാകാത്ത / കുറഞ്ഞ,aparyāptaṁ / matiyākātta / kuṟañña
5687,insult (verbal slight),noun,b2,nan,അപമാനം / നിന്ദ / പരിഹാസം,apamānaṁ / ninda / parihāsaṁ
5688,insurance,noun,b2,nan,ഇൻഷുറൻസ്,inṣuṟans
5689,intellectual,adjective,b2,nan,ബൗദ്ധികമായ / വൈജ്ഞാനികമായ,bauddhikamāya / vaijñānikamāya
5690,"intelligence (agency, activity)",noun,b2,nan,രഹസ്യാന്വേഷണം / ചാരപ്രവർത്തനം,rahasyānvēṣaṇaṁ / cārapravarttanaṁ
5691,intelligence (secret information),noun,b2,nan,രഹസ്യവിവരങ്ങൾ / ചാരവിവരങ്ങൾ,rahasyavivaraṅṅaḷ / cāravivaraṅṅaḷ
5692,"intended (fiancé, fiancée)",adjective,b2,nan,ഭാവി / നിശ്ചയിച്ച,bhāvi / niścayicca
5693,"intended (future spouse, specific)",adjective,b2,nan,ഭാവി / നിശ്ചയിച്ച,bhāvi / niścayicca
5694,"intended (goal, purpose)",adjective,b2,nan,ഉദ്ദേശിച്ച / ലക്ഷ്യമിട്ട,uddēśicca / lakṣyamiṭṭa
5695,"intense (deep, concentrated)",adjective,b2,nan,തീവ്രമായ / ഗാഢമായ / ആഴത്തിലുള്ള,tīvramāya / gāḍhamāya / āḻattiluḷḷa
5696,"intense (strong, severe)",adjective,b2,nan,തീവ്രമായ / കഠിനമായ / ശക്തമായ,tīvramāya / kaṭhinamāya / śaktamāya
5697,"interaction (mutual influence, technical)",noun,b2,nan,പ്രതിപ്രവർത്തനം / പരസ്പര പ്രവർത്തനം,pratipravarttanaṁ / paraspara pravarttanaṁ
5698,interaction (social communication),noun,b2,nan,ഇടപെഴകൽ / ആശയവിനിമയം / സംവാദം,iṭapeḻakal / āśayavinimayaṁ / saṁvādaṁ
5699,internal,adjective,b2,nan,ആന്തരികമായ / ഉള്ളിലുള്ള / ഉൾഭാഗത്തുള്ള,āntarikamāya / uḷḷiluḷḷa / uḷbhāgattuḷḷa
5700,interpretation (artistic rendition or style),noun,b2,nan,ആവിഷ്കരണം / അവതരണം / വ്യാഖ്യാനം,āviṣkaraṇaṁ / avataraṇaṁ / vyākhyānaṁ
5701,interpretation (explanation or analysis),noun,b2,nan,വ്യാഖ്യാനം / വിശദീകരണം / വിശകലനം,vyākhyānaṁ / viśadīkaraṇaṁ / viśakalanaṁ
5702,interval (during a performance),noun,b2,nan,ഇടവേള / വിശ്രമവേള,iṭavēḷa / viśramavēḷa
5703,interval (period of time),noun,b2,nan,ഇടവേള / കാലയളവ് / സമയം,iṭavēḷa / kālayaḷav / samayaṁ
