english_word,word_class,malayalam_translation,transliteration,verb_transitivity,level
phase (stage in a process),noun,ഘട്ടം / പടി,ghaṭṭaṁ / paṭi,,b2
phenomenon (exceptional success),noun,പ്രതിഭാസം / അത്ഭുതം,pratibhāsaṁ / atbhutaṁ,,b2
phenomenon (general occurrence),noun,പ്രതിഭാസം / സംഭവം,pratibhāsaṁ / saṁbhavaṁ,,b2
philosophy (academic discipline),noun,തത്ത്വചിന്ത / ദർശനം,tattvacinta / darśanaṁ,,b2
philosophy (guiding principle),noun,ജീവിതവീക്ഷണം / തത്ത്വം / ആദർശം,jīvitavīkṣaṇaṁ / tattvaṁ / ādarśaṁ,,b2
"pick (for guitar, strings)",noun,പിക്ക് / മീട്ടാൻ ഉപയോഗിക്കുന്ന ഉപകരണം,pikk / mīṭṭān upayōgikkunna upakaraṇaṁ,,b2
pick (tool for digging),noun,പിക്കാസ് / മൺവെട്ടി,pikkās / maṇveṭṭi,,b2
"pile (carpet, textile surface)",noun,പൈൽ / രോമം / നാര്,pail / rōmaṁ / nār,,b2
pile (foundation post),noun,പൈൽ / കുറ്റി / തൂൺ,pail / kuṟṟi / tūṇ,,b2
pill (contraceptive),noun,ഗർഭനിരോധന ഗുളിക / ഗുളിക / പിൽ,garbhanirōdhana guḷika / guḷika / pil,,b2
pit (fruit seed),noun,കുരു / അണ്ടി,kuru / aṇṭi,,b2
pitch (sales proposal),noun,അവതരണം / നിർദ്ദേശം / പിച്ച്,avataraṇaṁ / nirddēśaṁ / picc,,b2
pitch (sound frequency),noun,സ്ഥായി / ശബ്ദത്തിന്റെ ഉയരം,sthāyi / śabdattinṟe uyaraṁ,,b2
pitch (sports ground),noun,കളിസ്ഥലം / മൈതാനം / പിച്ച്,kaḷisthalaṁ / maitānaṁ / picc,,b2
pity (sympathy),noun,ദയ / സഹതാപം / അനുകമ്പ,daya / sahatāpaṁ / anukampa,,b2
pity (thing causing regret),noun,ഖേദം / സങ്കടം,khēdaṁ / saṅkaṭaṁ,,b2
"placement (job, career)",noun,നിയമനം / പ്ലേസ്മെന്റ്,niyamanaṁ / plēsmenṟ,,b2
"plain (clear, obvious)",adjective,വ്യക്തമായ / സ്പഷ്ടമായ / ലളിതമായ,vyaktamāya / spaṣṭamāya / laḷitamāya,,b2
plus (advantage),noun,ഗുണം / മെച്ചം / പ്ലസ്,guṇaṁ / meccaṁ / plas,,b2
"plus (advantage, benefit)",adjective,ഗുണകരമായ / പ്രയോജനകരമായ,guṇakaramāya / prayōjanakaramāya,,b2
plus (furthermore; in addition),conjunction,കൂടാതെ / അതുപോലെ / പിന്നെയും,kūṭāte / atupōle / pinneyuṁ,,b2
plus (in addition to),adjective,അധികമായ / കൂടുതലായ,adhikamāya / kūṭutalāya,,b2
"pointed (direct or critical, e.g., remark)",adjective,മൂർച്ചയുള്ള / നേരിട്ടുള്ള / കുത്തുന്ന,mūrccayuḷḷa / nēriṭṭuḷḷa / kuttunna,,b2
pointed (having a sharp end),adjective,കൂർത്ത / അഗ്രം കൂർത്ത,kūrtta / agraṁ kūrtta,,b2
popularity,noun,ജനപ്രീതി / പ്രചാരം,janaprīti / pracāraṁ,,b2
portion (serving of food),noun,ഊണ് / വിഭവം / പങ്ക്,ūṇ / vibhavaṁ / paṅk,,b2
portion (share),noun,പങ്ക് / ഓഹരി / ഭാഗം,paṅk / ōhari / bhāgaṁ,,b2
positive (advantage),noun,ഗുണം / മെച്ചം / നല്ല വശം,guṇaṁ / meccaṁ / nalla vaśaṁ,,b2
positive (test result),noun,പോസിറ്റീവ് ഫലം / അനുകൂല ഫലം,pōsiṟṟīv phalaṁ / anukūla phalaṁ,,b2
potential,adjective,സാധ്യതയുള്ള / ഭാവിയിലുള്ള,sādhyatayuḷḷa / bhāviyiluḷḷa,,b2
"potential (likelihood, possibility)",noun,സാധ്യത / കഴിവ്,sādhyata / kaḻiv,,b2
potentially,adverb,സാധ്യതയുള്ള രീതിയിൽ / സാധ്യതയോടെ / ഒരുപക്ഷേ,sādhyatayuḷḷa rītiyil / sādhyatayōṭe / orupakṣē,,b2
praise (formal recognition),noun,പ്രശംസ / അംഗീകാരം / ബഹുമതി,praśaṁsa / aṁgīkāraṁ / bahumati,,b2
precious (cherished),adjective,പ്രിയപ്പെട്ട / അമൂല്യമായ / വിലപ്പെട്ട,priyappeṭṭa / amūlyamāya / vilappeṭṭa,,b2
precious (of material value),adjective,വിലയേറിയ / അമൂല്യമായ / മൂല്യമുള്ള,vilayēṟiya / amūlyamāya / mūlyamuḷḷa,,b2
precise,adjective,കൃത്യമായ / സൂക്ഷ്മമായ / നിശ്ചിതമായ,kr̥tyamāya / sūkṣmamāya / niścitamāya,,b2
precisely (agreement),adverb,തീർച്ചയായും / അതുതന്നെ / കൃത്യമായി,tīrccayāyuṁ / atutanne / kr̥tyamāyi,,b2
predictable (lacking originality),adjective,പ്രവചിക്കാവുന്ന / ഊഹിക്കാവുന്ന / സാധാരണമായ,pravacikkāvunna / ūhikkāvunna / sādhāraṇamāya,,b2
"predictable (reliable, consistent)",adjective,പ്രവചിക്കാവുന്ന / വിശ്വസനീയമായ / സ്ഥിരതയുള്ള,pravacikkāvunna / viśvasanīyamāya / sthiratayuḷḷa,,b2
"preference (priority, advantage given)",noun,മുൻഗണന / പ്രത്യേക പരിഗണന / താല്പര്യം,mungaṇana / pratyēka parigaṇana / tālparyaṁ,,b2
pregnant (expectant),adjective,ഗർഭിണിയായ / നിറവയറുള്ള,garbhiṇiyāya / niṟavayaṟuḷḷa,,b2
presence (attendance),noun,സാന്നിധ്യം / ഹാജർ,sānnidhyaṁ / hājar,,b2
"presence (aura, bearing)",noun,വ്യക്തിത്വം / പ്രഭാവം / സാന്നിധ്യം,vyaktitvaṁ / prabhāvaṁ / sānnidhyaṁ,,b2
"pride (arrogance, haughtiness)",noun,അഹങ്കാരം / ഗർവ്വ് / ദുരഭിമാനം,ahaṅkāraṁ / garvv / durabhimānaṁ,,b2
"pride (satisfaction, self-respect)",noun,അഭിമാനം / ആത്മാഭിമാനം / സന്തോഷം,abhimānaṁ / ātmābhimānaṁ / santōṣaṁ,,b2
primarily,adverb,പ്രധാനമായും / മുഖ്യമായും / അടിസ്ഥാനപരമായി,pradhānamāyuṁ / mukhyamāyuṁ / aṭisthānaparamāyi,,b2
prime (highest quality),adjective,മികച്ച / ഉന്നതമായ / ഒന്നാംതരം,mikacca / unnatamāya / onnāṁtaraṁ,,b2
prime (main),adjective,പ്രധാന / മുഖ്യമായ / അടിസ്ഥാനപരമായ,pradhāna / mukhyamāya / aṭisthānaparamāya,,b2
prime (mathematics),adjective,അഭാജ്യമായ,abhājyamāya,,b2
prince (heir apparent),noun,രാജകുമാരൻ / യുവരാജാവ്,rājakumāran / yuvarājāv,,b2
principal (financial sum),adjective,മുതലായ / പ്രധാനമായ,mutalāya / pradhānamāya,,b2
principal (main),adjective,പ്രധാന / മുഖ്യമായ / പ്രമുഖമായ,pradhāna / mukhyamāya / pramukhamāya,,b2
principle (fundamental rule),noun,തത്വം / അടിസ്ഥാന നിയമം / സിദ്ധാന്തം,tatvaṁ / aṭisthāna niyamaṁ / siddhāntaṁ,,b2
principle (moral standard),noun,തത്വം / ധാർമ്മിക നിലവാരം / മൂല്യം,tatvaṁ / dhārmmika nilavāraṁ / mūlyaṁ,,b2
print (pattern on fabric or paper),noun,അച്ചടി / രൂപകൽപ്പന / പാറ്റേൺ,accaṭi / rūpakalppana / pāṟṟēṇ,,b2
print (physical copy),noun,പ്രിന്റ് / അച്ചടിച്ച പകർപ്പ്,prinṟ / accaṭicca pakarpp,,b2
prior,adjective,മുൻപുള്ള / മുമ്പത്തെ / പൂർവ്വ,munpuḷḷa / mumpatte / pūrvva,,b2
priority,noun,മുൻഗണന / പ്രാധാന്യം,mungaṇana / prādhānyaṁ,,b2
prisoner (captive),noun,തടവുകാരൻ / ബന്ദി,taṭavukāran / bandi,,b2
privacy (seclusion or aloneness),noun,സ്വകാര്യത / ഏകാന്തത,svakāryata / ēkāntata,,b2
probability,noun,സാധ്യത / സംഭാവ്യത,sādhyata / saṁbhāvyata,,b2
probable,adjective,സാധ്യതയുള്ള / സംഭാവ്യമായ,sādhyatayuḷḷa / saṁbhāvyamāya,,b2
procedure (formal protocol or administrative act),noun,നടപടിക്രമം / ക്രമം,naṭapaṭikramaṁ / kramaṁ,,b2
procedure (method or sequence of steps),noun,രീതി / പ്രക്രിയ / നടപടി,rīti / prakriya / naṭapaṭi,,b2
professional (sports competitor),noun,പ്രൊഫഷണൽ / വിദഗ്ദ്ധൻ,prophaṣaṇal / vidagddhan,,b2
professional (trained expert),noun,വിദഗ്ദ്ധൻ / പ്രൊഫഷണൽ,vidagddhan / prophaṣaṇal,,b2
programming,noun,പ്രോഗ്രാമിംഗ്,prōgrāmiṁg,,b2
progressive (forward-thinking),adjective,പുരോഗമനപരമായ,purōgamanaparamāya,,b2
"progressive (gradual, continuing)",adjective,പുരോഗമിക്കുന്ന / ക്രമാനുഗതമായ / തുടർച്ചയായ,purōgamikkunna / kramānugatamāya / tuṭarccayāya,,b2
promising,adjective,വാഗ്ദാനമുള്ള / പ്രതീക്ഷ നൽകുന്ന / ഭാവി ശോഭനമായ,vāgdānamuḷḷa / pratīkṣa nalkunna / bhāvi śōbhanamāya,,b2
promotion (career advancement),noun,സ്ഥാനക്കയറ്റം / ഉദ്യോഗക്കയറ്റം,sthānakkayaṟṟaṁ / udyōgakkayaṟṟaṁ,,b2
promotion (marketing),noun,പ്രൊമോഷൻ / പ്രചാരണം,promōṣan / pracāraṇaṁ,,b2
"proof (evidence, verification)",noun,തെളിവ് / പ്രമാണം / സ്ഥിരീകരണം,teḷiv / pramāṇaṁ / sthirīkaraṇaṁ,,b2
"proof (print, publishing draft)",noun,പ്രൂഫ്,prūph,,b2
proportion (ratio),noun,അനുപാതം / അംശം,anupātaṁ / aṁśaṁ,,b2
"proportion (size, scale)",noun,അനുപാതം / അളവ് / തോത്,anupātaṁ / aḷav / tōt,,b2
proposal (of marriage),noun,വിവാഹാഭ്യർത്ഥന / വിവാഹാലോചന,vivāhābhyartthana / vivāhālōcana,,b2
"proposal (plan, suggestion)",noun,നിർദ്ദേശം / പദ്ധതി / ശുപാർശ,nirddēśaṁ / paddhati / śupārśa,,b2
prospect (future outlook),noun,ഭാവി / സാധ്യത / പ്രതീക്ഷ,bhāvi / sādhyata / pratīkṣa,,b2
prospect (possibility),noun,സാധ്യത / പ്രതീക്ഷ,sādhyata / pratīkṣa,,b2
protection,noun,സംരക്ഷണം / കാവൽ / രക്ഷ,saṁrakṣaṇaṁ / kāval / rakṣa,,b2
protein,noun,പ്രോട്ടീൻ,prōṭṭīn,,b2
protester (movement participant),noun,പ്രതിഷേധക്കാരൻ / പ്രക്ഷോഭകൻ / സമരക്കാരൻ,pratiṣēdhakkāran / prakṣōbhakan / samarakkāran,,b2
psychological (related to the mind),adjective,മാനസികമായ / മാനസികശാസ്ത്രപരമായ,mānasikamāya / mānasikaśāstraparamāya,,b2
psychologist,noun,മനഃശാസ്ത്രജ്ഞൻ,manaḥśāstrajñan,,b2
psychology (academic discipline),noun,മനഃശാസ്ത്രം,manaḥśāstraṁ,,b2
"psychology (mental makeup, mindset)",noun,മാനസികാവസ്ഥ / മനഃസ്ഥിതി / മനോഭാവം,mānasikāvastha / manaḥsthiti / manōbhāvaṁ,,b2
publication (act of publishing),noun,പ്രസിദ്ധീകരണം / പ്രകാശനം,prasiddhīkaraṇaṁ / prakāśanaṁ,,b2
publication (the published item),noun,പ്രസിദ്ധീകരണം / കൃതി / രചന,prasiddhīkaraṇaṁ / kr̥ti / racana,,b2
publicity,noun,പ്രചാരം / പരസ്യം / പ്രസിദ്ധി,pracāraṁ / parasyaṁ / prasiddhi,,b2
"publishing (announcement, disclosure)",noun,വെളിപ്പെടുത്തൽ / പ്രഖ്യാപനം / പ്രസിദ്ധീകരണം,veḷippeṭuttal / prakhyāpanaṁ / prasiddhīkaraṇaṁ,,b2
"publishing (books, media industry)",noun,പ്രസാധനം / പ്രസിദ്ധീകരണം,prasādhanaṁ / prasiddhīkaraṇaṁ,,b2
punk (juvenile delinquent),noun,തെമ്മാടി / ഗുണ്ട,temmāṭi / guṇṭa,,b2
punk (subculture),noun,പങ്ക്,paṅk,,b2
pupil (of the eye),noun,കൃഷ്ണമണി,kr̥ṣṇamaṇi,,b2
pupil (student),noun,വിദ്യാർത്ഥി / ശിഷ്യൻ / പഠിതാവ്,vidyārtthi / śiṣyan / paṭhitāv,,b2
purchase,noun,വാങ്ങൽ / ക്രയം,vāṅṅal / krayaṁ,,b2
"pure (holy, spiritual)",adjective,പരിശുദ്ധമായ / പവിത്രമായ / നിർമ്മലമായ,pariśuddhamāya / pavitramāya / nirmmalamāya,,b2
"pure (unadulterated, clean)",adjective,ശുദ്ധമായ / തനി / മായം ചേരാത്ത,śuddhamāya / tani / māyaṁ cērātta,,b2
purely,adverb,ശുദ്ധമായി / തികച്ചും,śuddhamāyi / tikaccuṁ,,b2
purely (completely),adverb,തികച്ചും / പൂർണ്ണമായും,tikaccuṁ / pūrṇṇamāyuṁ,,b2
"purely (only, simply)",adverb,കേവലം / വെറും / മാത്രം,kēvalaṁ / veṟuṁ / mātraṁ,,b2
pursuit (activity or goal),noun,ലക്ഷ്യം / ഉദ്യമം / അന്വേഷണം,lakṣyaṁ / udyamaṁ / anvēṣaṇaṁ,,b2
pursuit (chasing),noun,പിന്തുടരൽ / പുറകെ പോകൽ / വേട്ടയാടൽ,pintuṭaral / puṟake pōkal / vēṭṭayāṭal,,b2
puzzle (mystery),noun,നിഗൂഢത / പ്രഹേളിക / കടങ്കഥ,nigūḍhata / prahēḷika / kaṭaṅkatha,,b2
puzzle (recreational game),noun,കടങ്കഥ / പസിൽ,kaṭaṅkatha / pasil,,b2
qualification (limitation or reservation),noun,പരിമിതി / വ്യവസ്ഥ / നിബന്ധന,parimiti / vyavastha / nibandhana,,b2
"qualified (limited, conditional)",adjective,വ്യവസ്ഥാപിതമായ / നിബന്ധനകളുള്ള / പരിമിതമായ,vyavasthāpitamāya / nibandhanakaḷuḷḷa / parimitamāya,,b2
questionnaire,noun,ചോദ്യാവലി,cōdyāvali,,b2
racial,adjective,വംശീയമായ,vaṁśīyamāya,,b2
racism,noun,വംശീയത / വംശീയ വിവേചനം,vaṁśīyata / vaṁśīya vivēcanaṁ,,b2
racist,noun,വംശീയവാദി,vaṁśīyavādi,,b2
racist (person),adjective,വംശീയവാദിയായ / വംശീയമായ,vaṁśīyavādiyāya / vaṁśīyamāya,,b2
radiation,noun,വികിരണം,vikiraṇaṁ,,b2
rail (track component),noun,പാളം,pāḷaṁ,,b2
rail (transport system),noun,റെയിൽ / റെയിൽവേ / തീവണ്ടിപ്പാത,ṟeyil / ṟeyilvē / tīvaṇṭippāta,,b2
random (haphazard),adjective,യാദൃശ്ചികമായ / ക്രമരഹിതമായ,yādr̥ścikamāya / kramarahitamāya,,b2
rank (position in hierarchy),noun,പദവി / റാങ്ക് / സ്ഥാനം,padavi / ṟāṅk / sthānaṁ,,b2
rank (the common members),noun,സാധാരണക്കാർ / അണികൾ / സാധാരണ അംഗങ്ങൾ,sādhāraṇakkār / aṇikaḷ / sādhāraṇa aṁgaṅṅaḷ,,b2
rapid,adjective,വേഗതയുള്ള / ദ്രുതഗതിയിലുള്ള / അതിവേഗമുള്ള,vēgatayuḷḷa / drutagatiyiluḷḷa / ativēgamuḷḷa,,b2
