english_word,word_class,kannada_translation,transliteration,verb_transitivity,level
"intense (deep, concentrated)",adjective,ಗಾಢ / ಆಳವಾದ,gāḍha / āḷavāda,,a2
"intense (strong, severe)",adjective,ತೀವ್ರ / ಪ್ರಬಲ,tīvra / prabala,,a2
"interaction (mutual influence, technical)",noun,ಪರಸ್ಪರ ಕ್ರಿಯೆ / ಪರಸ್ಪರ ಪ್ರಭಾವ,paraspara kriye / paraspara prabhāva,,a2
interaction (social communication),noun,ಸಂವಾದ / ಪರಸ್ಪರ ಮಾತುಕತೆ / ವ್ಯವಹಾರ,saṁvāda / paraspara mātukate / vyavahāra,,a2
internal,adjective,ಆಂತರಿಕ / ಒಳಗಿನ / ಅಂತರ್ಗತ,āṁtarika / oḷagina / aṁtargata,,a2
interpretation (artistic rendition or style),noun,ನಿರೂಪಣೆ / ಪ್ರದರ್ಶನ / ಶೈಲಿ,nirūpaṇe / pradarśana / śaili,,a2
interpretation (explanation or analysis),noun,ವಿವರಣೆ / ಅರ್ಥವಿವರಣೆ / ವ್ಯಾಖ್ಯಾನ,vivaraṇe / arthavivaraṇe / vyākhyāna,,a2
interval (during a performance),noun,ಮಧ್ಯಂತರ / ವಿರಾಮ,madhyaṁtara / virāma,,a2
interval (period of time),noun,ಅವಧಿ / ಅಂತರ / ಕಾಲಾವಧಿ,avadhi / aṁtara / kālāvadhi,,a2
"invasion (of privacy, rights)",noun,ಅತಿಕ್ರಮಣ / ಉಲ್ಲಂಘನೆ,atikramaṇa / ullaṁghane,,a2
"investigation (legal, police inquiry)",noun,ತನಿಖೆ / ವಿಚಾರಣೆ,tanikhe / vicāraṇe,,a2
"investigation (scientific, research)",noun,ಸಂಶೋಧನೆ / ಅಧ್ಯಯನ,saṁśōdhane / adhyayana,,a2
investment,noun,ಹೂಡಿಕೆ / ಬಂಡವಾಳ,hūḍike / baṁḍavāḷa,,a2
investor,noun,ಹೂಡಿಕೆದಾರ / ಬಂಡವಾಳಗಾರ,hūḍikedāra / baṁḍavāḷagāra,,a2
isolated (remote location),adjective,ನಿರ್ಜನವಾದ / ದೂರದ / ಏಕಾಂತದ,nirjanavāda / dūrada / ēkāṁtada,,a2
"isolated (socially, emotionally)",adjective,ಏಕಾಂಗಿ / ಒಂಟಿ / ಪ್ರತ್ಯೇಕಗೊಂಡ,ēkāṁgi / oṁṭi / pratyēkagoṁḍa,,a2
jail,noun,ಸೆರೆಮನೆ / ಕಾರಾಗೃಹ / ಬಂಧೀಖಾನೆ,seremane / kārāgr̥ha / baṁdhīkhāne,,a2
jet (aircraft),noun,ಜೆಟ್ ವಿಮಾನ / ಜೆಟ್,jeṭ vimāna / jeṭ,,a2
"jet (stream of liquid, gas)",noun,ರಭಸದ ಹರಿವು / ಜೆಟ್ / ಧಾರಾ,rabhasada harivu / jeṭ / dhārā,,a2
joint,adjective,ಜಂಟಿ / ಸಂಯುಕ್ತ / ಕೂಡು,jaṁṭi / saṁyukta / kūḍu,,a2
joint (establishment),noun,ಸ್ಥಳ / ಜಾಗ,sthaḷa / jāga,,a2
joint (hangout spot),noun,ಅಡ್ಡೆ / ಕೂಟದ ಸ್ಥಳ,aḍḍe / kūṭada sthaḷa,,a2
journalism,noun,ಪತ್ರಿಕೋದ್ಯಮ,patrikōdyama,,a2
"joy (bliss, profound happiness)",noun,ಆನಂದ / ಸಂತೋಷ / ಹರ್ಷ,ānaṁda / saṁtōṣa / harṣa,,a2
"judgement (discretion, ability)",noun,ವಿವೇಚನೆ / ನಿರ್ಧಾರ ಶಕ್ತಿ,vivēcane / nirdhāra śakti,,a2
"judgement (discretion, sound decision-making)",noun,ವಿವೇಚನೆ / ವಿವೇಕ / ವಿಮರ್ಶೆ,vivēcane / vivēka / vimarśe,,a2
judgement (legal ruling),noun,ತೀರ್ಪು / ತೀರ್ಮಾನ,tīrpu / tīrmāna,,a2
"judgement (legal ruling, verdict)",noun,ತೀರ್ಪು / ತೀರ್ಮಾನ / ಆದೇಶ,tīrpu / tīrmāna / ādēśa,,a2
junior,adjective,ಕಿರಿಯ / ಚಿಕ್ಕ,kiriya / cikka,,a2
jury (competition judges),noun,ತೀರ್ಪುಗಾರರ ಸಮಿತಿ / ತೀರ್ಪುಗಾರ ಮಂಡಳಿ,tīrpugārara samiti / tīrpugāra maṁḍaḷi,,a2
jury (legal court panel),noun,ನ್ಯಾಯಾಧಿಕಾರಿಗಳ ಸಮಿತಿ / ತೀರ್ಪುಗಾರರ ಸಮಿತಿ,nyāyādhikārigaḷa samiti / tīrpugārara samiti,,a2
just (exactly),adjective,ಸರಿಯಾಗಿ / ನಿಖರವಾಗಿ,sariyāgi / nikharavāgi,,a2
"just (exactly, precise)",adjective,ನಿಖರವಾದ / ಸರಿಯಾದ / ನಿಖರವಾಗಿ,nikharavāda / sariyāda / nikharavāgi,,a2
justice,noun,ನ್ಯಾಯ,nyāya,,a2
kit (assembly box),noun,ಸಲಕರಣೆಗಳ ಸೆಟ್ / ಕಿಟ್,salakaraṇegaḷa seṭ / kiṭ,,a2
kit (sports uniform),noun,ಸಮವಸ್ತ್ರ / ಕ್ರೀಡಾ ಸಮವಸ್ತ್ರ,samavastra / krīḍā samavastra,,a2
labour (childbirth),noun,ಹೆರಿಗೆ,herige,,a2
"labour (effort, work)",noun,ಶ್ರಮ / ಪ್ರಯತ್ನ / ಕೆಲಸ,śrama / prayatna / kelasa,,a2
labour (workforce),noun,ಕಾರ್ಮಿಕ ವರ್ಗ / ಕಾರ್ಮಿಕರು,kārmika varga / kārmikaru,,a2
ladder,noun,ಏಣಿ,ēṇi,,a2
lampshade,noun,ಲ್ಯಾಂಪ್‌ಶೇಡ್,lyāṁpśēḍ,,a2
"landing (arrival, touchdown)",noun,ಇಳಿಯುವಿಕೆ,iḷiyuvike,,a2
landing (of stairs),noun,ಮೆಟ್ಟಿಲುಗಳ ನಡುವಿನ ಜಾಗ / ಲ್ಯಾಂಡಿಂಗ್,meṭṭilugaḷa naḍuvina jāga / lyāṁḍiṁg,,a2
"landscape (context, environment)",noun,ಪರಿಸರ / ಸನ್ನಿವೇಶ / ವಾತಾವರಣ,parisara / sannivēśa / vātāvaraṇa,,a2
"landscape (scenery, vista)",noun,ಭೂ ದೃಶ್ಯ / ಪ್ರಕೃತಿ ಸೌಂದರ್ಯ / ನೋಟ,bhū dr̥śya / prakr̥ti sauṁdarya / nōṭa,,a2
lane (narrow country road or path),noun,ಸಂದು / ಕಿರಿದಾದ ರಸ್ತೆ / ದಾರಿ,saṁdu / kiridāda raste / dāri,,a2
lane (traffic division or sports track),noun,ಲೇನ್ / ಪಥ / ಮಾರ್ಗ,lēn / patha / mārga,,a2
largely,adverb,ಹೆಚ್ಚಾಗಿ / ಪ್ರಮುಖವಾಗಿ / ಬಹುತೇಕ,heccāgi / pramukhavāgi / bahutēka,,a2
lately (recently),adverb,ಇತ್ತೀಚೆಗೆ / ಇತ್ತೀಚಿನ ದಿನಗಳಲ್ಲಿ / ಹೊಸದಾಗಿ,ittīcege / ittīcina dinagaḷalli / hosadāgi,,a2
"lately (recently, standard, formal use)",adverb,ಇತ್ತೀಚೆಗೆ / ಈಚೆಗೆ,ittīcege / īcege,,a2
latest,noun,ಇತ್ತೀಚಿನದು / ಹೊಸತು,ittīcinadu / hosatu,,a2
latest (noun),noun,ಹೊಸತು / ಇತ್ತೀಚಿನದು / ನವೀನವಾದುದು,hosatu / ittīcinadu / navīnavādudu,,a2
launch (of a product or event),noun,ಬಿಡುಗಡೆ / ಪ್ರಾರಂಭ,biḍugaḍe / prāraṁbha,,a2
launch (of a rocket or satellite),noun,ಉಡಾವಣೆ / ಪ್ರಾರಂಭ,uḍāvaṇe / prāraṁbha,,a2
leadership (group of leaders),noun,ನೇತೃತ್ವ / ನಾಯಕತ್ವ / ಮುಂದಾಳತ್ವ,nētr̥tva / nāyakatva / muṁdāḷatva,,a2
leaflet,noun,ಕರಪತ್ರ / ಕೈಪಿಡಿ,karapatra / kaipiḍi,,a2
league (level or status),noun,ಮಟ್ಟ / ಶ್ರೇಣಿ / ವರ್ಗ,maṭṭa / śrēṇi / varga,,a2
league (sports organization),noun,ಲೀಗ್ / ಕೂಟ,līg / kūṭa,,a2
leave,noun,ರಜೆ / ಬಿಡುವು,raje / biḍuvu,,a2
leave (absence from work),noun,ರಜೆ / ಬಿಡುವು,raje / biḍuvu,,a2
legend (famous person),noun,ದಿಗ್ಗಜ / ಮಹಾನ್ ವ್ಯಕ್ತಿ / ಖ್ಯಾತನಾಮ,diggaja / mahān vyakti / khyātanāma,,a2
legend (map key),noun,ಸೂಚಿ / ವಿವರಣೆ,sūci / vivaraṇe,,a2
legend (story),noun,ದಂತಕಥೆ / ಪುರಾಣ / ಐತಿಹ್ಯ,daṁtakathe / purāṇa / aitihya,,a2
lens (contact lens),noun,ಲೆನ್ಸ್ / ಕಣ್ಣಿನ ಮಸೂರ,lens / kaṇṇina masūra,,a2
lens (optical),noun,ಮಸೂರ / ಲೆನ್ಸ್,masūra / lens,,a2
licence,noun,ಪರವಾನಗಿ / ಲೈಸೆನ್ಸ್ / ಅನುಮತಿ ಪತ್ರ,paravānagi / laisens / anumati patra,,a2
lifetime,noun,ಜೀವಮಾನ / ಆಯುಷ್ಯ,jīvamāna / āyuṣya,,a2
lighting (fixtures and equipment),noun,ದೀಪಾಲಂಕಾರ / ಬೆಳಕಿನ ವ್ಯವಸ್ಥೆ,dīpālaṁkāra / beḷakina vyavasthe,,a2
lighting (quality or effect),noun,ಬೆಳಕು / ಪ್ರಕಾಶ,beḷaku / prakāśa,,a2
likewise (the same to you),adverb,ಹಾಗೆಯೇ / ಅದೇ ರೀತಿ / ನಿಮಗೂ ಸಹ,hāgeyē / adē rīti / nimagū saha,,a2
limitation (restriction),noun,ಮಿತಿ / ನಿರ್ಬಂಧ / ಪರಿಮಿತಿ,miti / nirbaṁdha / parimiti,,a2
limitation (shortcoming),noun,ನ್ಯೂನತೆ / ಕೊರತೆ / ದೋಷ,nyūnate / korate / dōṣa,,a2
"limited (narrow scope, capacity)",adjective,ಸೀಮಿತ / ಪರಿಮಿತ / ನಿರ್ಬಂಧಿತ,sīmita / parimita / nirbaṁdhita,,a2
literally (word for word),adverb,ಅಕ್ಷರಶಃ / ಪದಶಃ,akṣaraśaḥ / padaśaḥ,,a2
literary,adjective,ಸಾಹಿತ್ಯಕ,sāhityaka,,a2
"literature (academic writings, research material)",noun,ಸಾಹಿತ್ಯ / ಕೃತಿಗಳು / ಗ್ರಂಥಗಳು,sāhitya / kr̥tigaḷu / graṁthagaḷu,,a2
litre,noun,ಲೀಟರ್,līṭar,,a2
litter (group of animal young),noun,ಈದಿ,īdi,,a2
litter (material for animals),noun,ಪ್ರಾಣಿಗಳ ಹಾಸಿಗೆ,prāṇigaḷa hāsige,,a2
lively (place or event),adjective,ಉತ್ಸಾಹಭರಿತ / ಚುರುಕಾದ / ಕಳೆಗಟ್ಟಿದ,utsāhabharita / curukāda / kaḷegaṭṭida,,a2
"load (electrical, system)",noun,ಲೋಡ್,lōḍ,,a2
"load (work, burden)",noun,ಭಾರ / ಹೊರೆ,bhāra / hore,,a2
loan,noun,ಸಾಲ / ಋಣ,sāla / r̥ṇa,,a2
logical,adjective,ತಾರ್ಕಿಕ / ಯುಕ್ತಾಯುಕ್ತ,tārkika / yuktāyukta,,a2
logo,noun,ಲಾಂಛನ / ಚಿಹ್ನೆ / ಗುರುತು,lāṁchana / cihne / gurutu,,a2
"long, arduous activity",noun,ದೀರ್ಘಾವಧಿಯ ಕಷ್ಟದ ಕೆಲಸ / ಕಠಿಣ ಕಾರ್ಯ,dīrghāvadhiya kaṣṭada kelasa / kaṭhiṇa kārya,,a2
long-term,adjective,ದೀರ್ಘಕಾಲದ / ದೀರ್ಘಾವಧಿಯ,dīrghakālada / dīrghāvadhiya,,a2
long-term (adjective: relating to a policy or goal),adverb,ದೀರ್ಘಾವಧಿಯ / ದೀರ್ಘಕಾಲೀನ,dīrghāvadhiya / dīrghakālīna,,a2
loose (not fixed),adjective,ಸಡಿಲ / ಸಡಿಲವಾದ / ಅಲುಗಾಡುವ,saḍila / saḍilavāda / alugāḍuva,,a2
"loose (not fixed, slack)",adjective,ಸಡಿಲ / ಸಡಿಲವಾದ / ಅಲುಗಾಡುವ,saḍila / saḍilavāda / alugāḍuva,,a2
loose (scattered),adjective,ಚೆಲ್ಲಾಪಿಲ್ಲಿಯಾದ / ಚದುರಿದ / ಸಡಿಲ,cellāpilliyāda / cadurida / saḍila,,a2
"loose (scattered, unorganized)",adjective,ಚದುರಿದ / ಚೆಲ್ಲಾಪಿಲ್ಲಿಯಾದ / ಅಸ್ತವ್ಯಸ್ತ,cadurida / cellāpilliyāda / astavyasta,,a2
"lord (God, deity)",noun,ದೇವರು / ಪ್ರಭು / ಈಶ್ವರ,dēvaru / prabhu / īśvara,,a2
"lord (nobleman, master)",noun,ಒಡೆಯ / ಧಣಿ / ಪ್ರಭು,oḍeya / dhaṇi / prabhu,,a2
lottery,noun,ಲಾಟರಿ / ಭಾಗ್ಯಚಿತ್ರ,lāṭari / bhāgyacitra,,a2
low,noun,ಕಡಿಮೆ ಮಟ್ಟ / ಕೆಳಮಟ್ಟ / ತಗ್ಗು,kaḍime maṭṭa / keḷamaṭṭa / taggu,,a2
low (noun),noun,ಕನಿಷ್ಠ / ಕೆಳಮಟ್ಟ,kaniṣṭha / keḷamaṭṭa,,a2
loyal,adjective,ನಿಷ್ಠಾವಂತ / ನಂಬಿಗಸ್ತ / ವಿಶ್ವಾಸಾರ್ಹ,niṣṭhāvaṁta / naṁbigasta / viśvāsārha,,a2
lung,noun,ಶ್ವಾಸಕೋಶ / ಉಸಿರುಕೋಶ,śvāsakōśa / usirukōśa,,a2
lyrics (the entire text of a song),noun,ಸಾಹಿತ್ಯ / ಹಾಡಿನ ಸಾಲುಗಳು,sāhitya / hāḍina sālugaḷu,,a2
"magnificent (grand, impressive)",adjective,ಭವ್ಯ / ವೈಭವಯುತ / ಭವ್ಯವಾದ,bhavya / vaibhavayuta / bhavyavāda,,a2
"magnificent (superb quality, excellent)",adjective,ಅದ್ಭುತ / ಉತ್ಕೃಷ್ಟ / ಶ್ರೇಷ್ಠ,adbhuta / utkr̥ṣṭa / śrēṣṭha,,a2
majority (legal age),noun,ಪ್ರಾಪ್ತ ವಯಸ್ಸು / ವಯಸ್ಕತೆ,prāpta vayassu / vayaskate,,a2
make,noun,ವಿಧ / ಮಾದರಿ / ತಯಾರಿಕೆ,vidha / mādari / tayārike,,a2
make-up (composition),noun,ಸಂಯೋಜನೆ / ರಚನೆ,saṁyōjane / racane,,a2
make-up (cosmetics),noun,ಮೇಕಪ್ / ಪ್ರಸಾಧನ,mēkap / prasādhana,,a2
making (financial profit),noun,ಸಂಪಾದನೆ / ಲಾಭ,saṁpādane / lābha,,a2
making (manufacture type),noun,ತಯಾರಿಕೆ / ಉತ್ಪಾದನೆ,tayārike / utpādane,,a2
manufacturing,noun,ಉತ್ಪಾದನೆ / ತಯಾರಿಕೆ / ನಿರ್ಮಾಣ,utpādane / tayārike / nirmāṇa,,a2
"marathon (long, arduous activity)",noun,ಮ್ಯಾರಥಾನ್,myārathān,,a2
margin (difference or gap),noun,ವ್ಯತ್ಯಾಸ / ಅಂತರ / ಅಂಚು,vyatyāsa / aṁtara / aṁcu,,a2
margin (edge of paper),noun,ಅಂಚು / ಅಂಚುಪಟ್ಟಿ,aṁcu / aṁcupaṭṭi,,a2
"marker (indicator, sign)",noun,ಗುರುತು / ಸೂಚಕ,gurutu / sūcaka,,a2
marker (writing instrument),noun,ಮಾರ್ಕರ್ / ಗುರುತು ಪೆನ್,mārkar / gurutu pen,,a2
martial,adjective,ಸಮರ / ಯುದ್ಧಕ್ಕೆ ಸಂಬಂಧಿಸಿದ,samara / yuddhakke saṁbaṁdhisida,,a2
mass,adjective,ಸಾಮೂಹಿಕ / ಸಮೂಹ,sāmūhika / samūha,,a2
"mass (physics, chemistry)",noun,ದ್ರವ್ಯರಾಶಿ,dravyarāśi,,a2
mass (religious service),noun,ಪವಿತ್ರ ಬಲಿಪೂಜೆ / ಮಾಸ್,pavitra balipūje / mās,,a2
massive (in scope or severity),adjective,ಭಾರೀ / ಬೃಹತ್ / ದೊಡ್ಡ,bhārī / br̥hat / doḍḍa,,a2
master (academic degree),noun,ಸ್ನಾತಕೋತ್ತರ ಪದವಿ,snātakōttara padavi,,a2
master (owner or ruler),noun,ಯಜಮಾನ / ಒಡೆಯ / ಧಣಿ,yajamāna / oḍeya / dhaṇi,,a2
master (skilled expert),noun,ನಿಪುಣ / ಗುರು / ಪಂಡಿತ,nipuṇa / guru / paṁḍita,,a2
matching,adjective,ಹೊಂದಾಣಿಕೆಯ / ಸರಿಹೊಂದುವ,hoṁdāṇikeya / sarihoṁduva,,a2
mate (breeding partner),noun,ಸಂಗಾತಿ / ಜೊತೆಗಾರ,saṁgāti / jotegāra,,a2
"mate (friend, companion)",noun,ಗೆಳೆಯ / ಸ್ನೇಹಿತ / ಸಂಗಾತಿ,geḷeya / snēhita / saṁgāti,,a2
"mate (partner, officer)",noun,ಪಾಲುದಾರ / ಸಹಾಯಕ,pāludāra / sahāyaka,,a2
"material (physical, relating to matter)",adjective,ಭೌತಿಕ,bhautika,,a2
"material (significant, relevant)",adjective,ಮಹತ್ವದ / ಪ್ರಮುಖ / ಅಗತ್ಯ,mahatvada / pramukha / agatya,,a2
maximum (adjective),adjective,ಗರಿಷ್ಠ / ಅತ್ಯಧಿಕ,gariṣṭha / atyadhika,,a2
mayor,noun,ಮಹಾಪೌರ / ಮೇಯರ್,mahāpaura / mēyar,,a2
means (financial resources),noun,ಸಂಪನ್ಮೂಲ / ಆದಾಯ / ಹಣಕಾಸು,saṁpanmūla / ādāya / haṇakāsu,,a2
measurement (dimensions or size),noun,ಅಳತೆ / ಮಾಪನ,aḷate / māpana,,a2
mechanic,noun,ಮೆಕ್ಯಾನಿಕ್,mekyānik,,a2
mechanical (lacking thought or emotion),adjective,ಯಾಂತ್ರಿಕ,yāṁtrika,,a2
mechanism (physical device),noun,ಯಾಂತ್ರಿಕ ವ್ಯವಸ್ಥೆ / ಯಂತ್ರಾಂಗ,yāṁtrika vyavasthe / yaṁtrāṁga,,a2
mechanism (process or system),noun,ಕಾರ್ಯವಿಧಾನ / ಪ್ರಕ್ರಿಯೆ / ವಿಧಾನ,kāryavidhāna / prakriye / vidhāna,,a2
medal,noun,ಪದಕ,padaka,,a2
medication,noun,ಔಷಧಿ / ಮದ್ದು,auṣadhi / maddu,,a2
medium (size or grade),noun,ಮಧ್ಯಮ / ನಡುವಿನ,madhyama / naḍuvina,,a2
"medium (spiritualist, channel)",noun,ಆಧ್ಯಾತ್ಮಿಕ ಮಾಧ್ಯಮ / ಮಧ್ಯವರ್ತಿ,ādhyātmika mādhyama / madhyavarti,,a2
membership,noun,ಸದಸ್ಯತ್ವ,sadasyatva,,a2
memorable,adjective,ಸ್ಮರಣೀಯ / ನೆನಪಿನಲ್ಲಿ ಉಳಿಯುವ,smaraṇīya / nenapinalli uḷiyuva,,a2
mental disorder,noun,ಮಾನಸಿಕ ಅಸ್ವಸ್ಥತೆ / ಮನೋರೋಗ / ಮಾನಸಿಕ ವ್ಯಾಧಿ,mānasika asvasthate / manōrōga / mānasika vyādhi,,a2
"mention (acknowledgement, honor)",noun,ಗೌರವ ಸೂಚನೆ / ಪ್ರಶಂಸೆ / ಮೆಚ್ಚುಗೆ,gaurava sūcane / praśaṁse / meccuge,,a2
metaphor,noun,ರೂಪಕ,rūpaka,,a2
midst (location),noun,ನಡುವೆ / ಮಧ್ಯದಲ್ಲಿ / ಮಧ್ಯೆ,naḍuve / madhyadalli / madhye,,a2
military,noun,ಸೈನ್ಯ / ಸೇನೆ,sainya / sēne,,a2
mill (grinder),noun,ಬೀಸುವ ಯಂತ್ರ / ಗ್ರೈಂಡರ್,bīsuva yaṁtra / graiṁḍar,,a2
miner (cryptocurrency),noun,ಮೈನರ್,mainar,,a2
miner (occupational),noun,ಗಣಿಗಾರ / ಗಣಿ ಕಾರ್ಮಿಕ,gaṇigāra / gaṇi kārmika,,a2
mineral,noun,ಖನಿಜ,khanija,,a2
minimum,noun,ಕನಿಷ್ಠ / ಕನಿಷ್ಠ ಪ್ರಮಾಣ,kaniṣṭha / kaniṣṭha pramāṇa,,a2
minimum (amount or required quantity),adjective,ಕನಿಷ್ಠ / ಅತ್ಯಂತ ಕಡಿಮೆ,kaniṣṭha / atyaṁta kaḍime,,a2
minimum (noun),noun,ಕನಿಷ್ಠ / ಕನಿಷ್ಠ ಪ್ರಮಾಣ / ಕೆಳಮಟ್ಟ,kaniṣṭha / kaniṣṭha pramāṇa / keḷamaṭṭa,,a2
minister (political official),noun,ಮಂತ್ರಿ / ಸಚಿವ,maṁtri / saciva,,a2
minister (religious cleric),noun,ಧರ್ಮಗುರು / ಪಾದ್ರಿ,dharmaguru / pādri,,a2
minor (underage),adjective,ಅಪ್ರಾಪ್ತ / ಅಪ್ರಾಪ್ತ ವಯಸ್ಕ,aprāpta / aprāpta vayaska,,a2
minority (legal status),noun,ಅಪ್ರಾಪ್ತವಯಸ್ಸು,aprāptavayassu,,a2
minutes (of a meeting),noun,ಸಭೆಯ ನಡವಳಿಕೆಗಳು / ಸಭೆಯ ವರದಿ,sabheya naḍavaḷikegaḷu / sabheya varadi,,a2
"miserable (quality, performance)",adjective,ಕಳಪೆ / ಕನಿಷ್ಠ / ಕೆಟ್ಟ,kaḷape / kaniṣṭha / keṭṭa,,a2
miserable (wretched or extremely poor quality),adjective,ಶೋಚನೀಯ / ದುಃಖಕರ / ದಯನೀಯ,śōcanīya / duḥkhakara / dayanīya,,a2
mission (objective or purpose),noun,ಧ್ಯೇಯ / ಉದ್ದೇಶ / ಗುರಿ,dhyēya / uddēśa / guri,,a2
mission (specific task or assignment),noun,ಕಾರ್ಯಾಚರಣೆ / ಕಾರ್ಯ / ನಿಯೋಜನೆ,kāryācaraṇe / kārya / niyōjane,,a2
"mixed (feelings, results)",adjective,ಮಿಶ್ರಿತ / ಬೆರೆತ / ಸಂಕೀರ್ಣ,miśrita / bereta / saṁkīrṇa,,a2
"mixed (group, company)",adjective,ಮಿಶ್ರ / ವಿವಿಧ / ಬಹುರೂಪದ,miśra / vividha / bahurūpada,,a2
"mode (manner, method)",noun,ವಿಧಾನ / ರೀತಿ / ಕ್ರಮ,vidhāna / rīti / krama,,a2
mode (technical setting),noun,ಮೋಡ್ / ಸ್ಥಿತಿ / ಕಾರ್ಯವಿಧಾನ,mōḍ / sthiti / kāryavidhāna,,a2
"modest (amount, size: moderate)",adjective,ಸೀಮಿತ / ಮಧ್ಯಮ / ಅಲ್ಪ / ಸಾಧಾರಣ,sīmita / madhyama / alpa / sādhāraṇa,,a2
"modest (clothing, appearance)",adjective,ಸಭ್ಯ / ವಿನೀತ / ಸರಳ,sabhya / vinīta / saraḷa,,a2
"modest (clothing, behavior: reserved)",adjective,ವಿನೀತ / ಸಭ್ಯ / ಸಂಯಮದ / ಅಡಕವಾದ,vinīta / sabhya / saṁyamada / aḍakavāda,,a2
monitor (computer screen),noun,ಮಾನಿಟರ್ / ಪರದೆ,māniṭar / parade,,a2
"monitor (person, supervisor)",noun,ಮೇಲ್ವಿಚಾರಕ / ಪರಿವೀಕ್ಷಕ / ವೀಕ್ಷಕ,mēlvicāraka / parivīkṣaka / vīkṣaka,,a2
monster (cruel person),noun,ರಾಕ್ಷಸ / ಕ್ರೂರಿ / ಪಿಶಾಚಿ,rākṣasa / krūri / piśāci,,a2
monthly (adverb: every month),adjective,ಪ್ರತಿ ತಿಂಗಳು / ತಿಂಗಳಿಗೊಮ್ಮೆ / ಮಾಸಿಕವಾಗಿ,prati tiṁgaḷu / tiṁgaḷigomme / māsikavāgi,,a2
monthly (happening regularly),adjective,ಮಾಸಿಕ / ಪ್ರತಿ ತಿಂಗಳ,māsika / prati tiṁgaḷa,,a2
monument,noun,ಸ್ಮಾರಕ / ನೆನಪಿನ ಚಿಹ್ನೆ,smāraka / nenapina cihne,,a2
moral,adjective,ನೈತಿಕ / ಧಾರ್ಮಿಕ / ಸದಾಚಾರದ,naitika / dhārmika / sadācārada,,a2
morals,noun,ನೈತಿಕ ಮೌಲ್ಯಗಳು / ಸದಾಚಾರ / ಧರ್ಮ,naitika maulyagaḷu / sadācāra / dharma,,a2
moreover,adverb,ಮೇಲಾಗಿ / ಅಷ್ಟೇ ಅಲ್ಲದೆ / ಇದಲ್ಲದೆ,mēlāgi / aṣṭē allade / idallade,,a2
"mortgage (the collateral, act)",noun,ಅಡಮಾನ / ಅಡ,aḍamāna / aḍa,,a2
mosque,noun,ಮಸೀದಿ,masīdi,,a2
motion (formal proposal),noun,ನಿರ್ಣಯ / ಪ್ರಸ್ತಾವನೆ / ಮಂಡನೆ,nirṇaya / prastāvane / maṁḍane,,a2
motivation,noun,ಪ್ರೇರಣೆ / ಉತ್ತೇಜನ / ಪ್ರೋತ್ಸಾಹ / ಪ್ರಚೋದನೆ,prēraṇe / uttējana / prōtsāha / pracōdane,,a2
