english_word,verb_transitivity,word_class,level,kannada_translation,transliteration
"to issue (documents, tickets, approvals)",transitive,verb,b2,ವಿತರಿಸು,vitarisu
"to issue (official document, order)",transitive,verb,b2,ಹೊರಡಿಸು,horaḍisu
to issue (to emerge or flow out),intransitive,verb,b2,ಹರಿ,hari
to emerge (generally),intransitive,verb,b2,ಹೊರಬಾ,horabā
it (proximal),N/A,noun,b1,ಇದು,idu
"it (distal or general, abstract reference)",N/A,noun,b1,ಅದು,adu
"it (general, that one)",N/A,pronoun,a1,ಅದು,adu
"it (nearby, this one)",N/A,pronoun,a1,ಇದು,idu
item (physical object),N/A,noun,a2,ವಸ್ತು,vastu
item (in a list or agenda),N/A,noun,a2,ಅಂಶ,aṁśa
its,N/A,determiner,a1,ಅದರ,adara
itself (emphasis),N/A,pronoun,a2,ಅದೇ,adē
itself (reflexive object),N/A,pronoun,a2,ತನ್ನನ್ನು,tannannu
to itself (reflexive indirect object),N/A,pronoun,a2,ಅದಕ್ಕೆ,adakke
jacket (covering),N/A,noun,a2,ಹೊದಿಕೆ,hodike
jail,N/A,noun,b2,ಸೆರೆಮನೆ / ಕಾರಾಗೃಹ,seremane / kārāgr̥ha
to jail,transitive,verb,b2,ಸೆರೆಮನೆಗೆ ಹಾಕು,seremanege hāku
jam (food preserve),N/A,noun,a2,ಜಾಮ್,jām
jam (blockage or congestion),N/A,noun,a2,ದಟ್ಟಣೆ,daṭṭaṇe
"jam (obstruction, stuck state)",N/A,noun,a2,ಅಡಚಣೆ,aḍacaṇe
january,N/A,noun,a1,ಜನವರಿ,janavari
jazz (music genre),N/A,noun,a2,ಜಾಝ್ ಸಂಗೀತ / ಜಾಝ್,jājh saṁgīta / jājh
jazz (fuss or complexity),N/A,noun,a2,ಗೊಂದಲ / ಜಂಜಾಟ,goṁdala / jaṁjāṭa
jeans,N/A,noun,a1,ಜೀನ್ಸ್,jīns
jet (aircraft),N/A,noun,b2,ಜೆಟ್ ವಿಮಾನ,jeṭ vimāna
"jet (stream of liquid, gas)",N/A,noun,b2,ರಭಸದ ಹರಿವು / ಜೆಟ್,rabhasada harivu / jeṭ
jewellery,N/A,noun,a2,ಆಭರಣ / ಒಡವೆ,ābharaṇa / oḍave
job (employment),N/A,noun,a1,ಕೆಲಸ / ಉದ್ಯೋಗ,kelasa / udyōga
job (task),N/A,noun,a1,ಕೆಲಸ / ಕಾರ್ಯ,kelasa / kārya
"to join (a group, activity)",transitive,verb,a1,ಸೇರು / ಪಾಲ್ಗೊಳ್ಳು,sēru / pālgoḷḷu
to join (connect things),transitive,verb,a1,ಜೋಡಿಸು / ಸೇರಿಸು,jōḍisu / sērisu
joint,N/A,adjective,b2,ಜಂಟಿ,jaṁṭi
joint (establishment),N/A,noun,b2,ಜಾಗ,jāga
joint (hangout spot),N/A,noun,b2,ಅಡ್ಡೆ,aḍḍe
joke,N/A,noun,a2,ತಮಾಷೆ,tamāṣe
to joke (general humor),intransitive,verb,a2,ತಮಾಷೆ ಮಾಡು,tamāṣe māḍu
"to joke (to tease, make fun of someone)",transitive,verb,a2,ರೇಗಿಸು / ಗೇಲಿ ಮಾಡು,rēgisu / gēli māḍu
journal (diary),N/A,noun,b1,ದಿನಚರಿ / ಜರ್ನಲ್,dinacari / jarnal
journal (periodical),N/A,noun,b1,ಸಾಮಯಿಕ,sāmayika
journal (professional),N/A,noun,b1,ನಿಯತಕಾಲಿಕೆ,niyatakālike
journalism,N/A,noun,b2,ಪತ್ರಿಕೋದ್ಯಮ,patrikōdyama
journalist (female),N/A,noun,a2,ಪತ್ರಿಕರ್ತೆ,patrikarte
journalist (female correspondent),N/A,noun,b1,ವರದಿಗಾರ್ತಿ,varadigārti
media,N/A,noun,a2,ಮಾಧ್ಯಮ / ಮಾಧ್ಯಮಗಳು,mādhyama / mādhyamagaḷu
medical,N/A,adjective,a2,ವೈದ್ಯಕೀಯ,vaidyakīya
medication,N/A,noun,b2,ಔಷಧಿ / ಮದ್ದು,auṣadhi / maddu
medicine (field of study),N/A,noun,a2,ವೈದ್ಯಕೀಯ / ವೈದ್ಯಕೀಯ ಶಾಸ್ತ್ರ,vaidyakīya / vaidyakīya śāstra
"medieval (primitive, barbaric)",N/A,adjective,c1,ಹಳೇ ಕಾಲದ / ಅನಾಗರಿಕ,haḷē kālada / anāgarika
meditation (deep contemplation),N/A,noun,c1,ಧ್ಯಾನ / ಚಿಂತನ,dhyāna / ciṁtana
"medium (size, physical)",N/A,adjective,b1,ಮಧ್ಯಮ ಗಾತ್ರದ / ನಡುವಿನ,madhyama gātrada / naḍuvina
"medium (moderate, degree)",N/A,adjective,b1,ಮಧ್ಯಮ / ಸಾಧಾರಣ,madhyama / sādhāraṇa
medium (size or grade),N/A,noun,b2,ಮಧ್ಯಮ,madhyama
"medium (spiritualist, channel)",N/A,noun,b2,ಆಧ್ಯಾತ್ಮಿಕ ಮಾಧ್ಯಮ,ādhyātmika mādhyama
to meet (to gather),intransitive,verb,a1,ಭೇಟಿಯಾಗು / ಸೇರು,bhēṭiyāgu / sēru
meeting (scheduled gathering),N/A,noun,a1,ಸಭೆ / ಕೂಟ,sabhe / kūṭa
meeting (encounter or visit),N/A,noun,a1,ಭೇಟಿ,bhēṭi
melody (classical music mode),N/A,noun,c1,ರಾಗ,rāga
to melt (intr.),intransitive,verb,b2,ಕರಗು,karagu
to melt (tr.),transitive,verb,b2,ಕರಗಿಸು,karagisu
member,N/A,noun,a1,ಸದಸ್ಯ,sadasya
membership,N/A,noun,b2,ಸದಸ್ಯತ್ವ,sadasyatva
memo,N/A,noun,c1,ಜ್ಞಾಪಕ ಪತ್ರ / ಮೆಮೊ,jñāpaka patra / memo
memoir,N/A,noun,c1,ಆತ್ಮಚರಿತ್ರೆ,ātmacaritre
memorable,N/A,adjective,b2,ಸ್ಮರಣೀಯ,smaraṇīya
"memorial (service, event)",N/A,noun,c1,ಸ್ಮಾರಕ ಸಮಾರಂಭ / ಶ್ರದ್ಧಾಂಜಲಿ,smāraka samāraṁbha / śraddhāṁjali
"memory (computing, storage)",N/A,noun,a2,ಮೆಮೊರಿ,memori
memory (general recall),N/A,noun,a1,ನೆನಪು,nenapu
mental (relating to the mind),N/A,adjective,b1,ಮಾನಸಿಕ,mānasika
"mental (unstable, derogatory)",N/A,adjective,b1,ಹುಚ್ಚು / ಬುದ್ಧಿಭ್ರಮಣೆ,huccu / buddhibhramaṇe
"mention (reference, indication)",N/A,noun,b1,ಪ್ರಸ್ತಾಪ / ಉಲ್ಲೇಖ,prastāpa / ullēkha
"mention (acknowledgement, honor)",N/A,noun,b2,ಗೌರವ ಸೂಚನೆ / ಪ್ರಶಂಸೆ,gaurava sūcane / praśaṁse
"to mention (to formally cite, reference)",transitive,verb,b1,ಉಲ್ಲೇಖಿಸು,ullēkhisu
to mentor,transitive,noun,c1,ಮಾರ್ಗದರ್ಶನ ನೀಡು,mārgadarśana nīḍu
menu (restaurant list of dishes),N/A,noun,a1,ಮೆನು / ಖಾದ್ಯ ಪಟ್ಟಿ,menu / khādya paṭṭi
menu (computer options),N/A,noun,a1,ಮೆನು / ಆಯ್ಕೆ ಪಟ್ಟಿ,menu / āyke paṭṭi
"merchant (large scale, formal)",N/A,noun,c1,ವರ್ತಕ,vartaka
mercy,N/A,noun,c1,ದಯೆ / ಕರುಣೆ,daye / karuṇe
mere,N/A,adjective,c1,ಕೇವಲ,kēvala
"merely (simply, just)",N/A,adverb,c1,ಕೇವಲ,kēvala
"to merge (companies, organizations)",N/A,verb,c1,ವಿಲೀನಗೊಳಿಸು / ವಿಲೀನವಾಗು,vilīnagoḷisu / vilīnavāgu
"to merge (traffic, streams)",intransitive,verb,c1,ಸೇರಿಕೊಳ್ಳು,sērikoḷḷu
merger,N/A,noun,c1,ವಿಲೀನ,vilīna
"merit (achievement, excellence)",N/A,noun,c1,ಶ್ರೇಷ್ಠತೆ / ಯೋಗ್ಯತೆ,śrēṣṭhate / yōgyate
"merit (basis of a claim, case)",N/A,noun,c1,ಅರ್ಹತೆ,arhate
mess (disorder),N/A,noun,b1,ಅಸ್ತವ್ಯಸ್ತತೆ,astavyastate
mess (difficult situation),N/A,noun,b1,ಇಕ್ಕಟ್ಟು / ಸಂಕಟ,ikkaṭṭu / saṁkaṭa
"message (formal, communication)",N/A,noun,a1,ಸಂದೇಶ,saṁdēśa
message (digital text),N/A,noun,a1,ಸಂದೇಶ,saṁdēśa
metal,N/A,noun,a2,ಲೋಹ,lōha
metaphor,N/A,noun,b2,ರೂಪಕ,rūpaka
method (way or manner of executing),N/A,noun,a2,ವಿಧಾನ / ರೀತಿ,vidhāna / rīti
methodology,N/A,noun,c1,ವಿಧಾನಶಾಸ್ತ್ರ,vidhānaśāstra
metre (unit of length),N/A,noun,a1,ಮೀಟರ್,mīṭar
metre (measuring device),N/A,noun,a1,ಮೀಟರ್,mīṭar
middle,N/A,adjective,a2,ಮಧ್ಯದ,madhyada
middle,N/A,noun,a2,ಮಧ್ಯ,madhya
midnight,N/A,noun,a1,ಮಧ್ಯರಾತ್ರಿ,madhyarātri
midst (location),N/A,noun,b2,ನಡುವೆ / ಮಧ್ಯದಲ್ಲಿ,naḍuve / madhyadalli
midst (situational),N/A,noun,c1,ನಡುವೆ,naḍuve
might,N/A,modal verb,a2,ಬಹುಶಃ,bahuśaḥ
migration,N/A,noun,c1,ವಲಸೆ,valase
"mild (flavor, not spicy)",N/A,adjective,b1,ಸೌಮ್ಯ,saumya
"mild (weather, temperature)",N/A,adjective,b1,ಹಿತಕರ,hitakara
"mild (symptoms, severity)",N/A,adjective,b1,ಸೌಮ್ಯ,saumya
mile,N/A,noun,a1,ಮೈಲಿ,maili
militant (aggressively active for a cause),N/A,adjective,c1,ಆಕ್ರಮಣಕಾರಿ,ākramaṇakāri
militant (extremist; favoring violent confrontation),N/A,adjective,c1,ಉಗ್ರವಾದಿ,ugravādi
militant (political activist),N/A,noun,c1,ಹೋರಾಟಗಾರ / ಉಗ್ರ ಹೋರಾಟಗಾರ,hōrāṭagāra / ugra hōrāṭagāra
military,N/A,adjective,b2,ಸೇನಾ,sēnā
military,N/A,noun,b2,ಸೈನ್ಯ,sainya
militia (irregular armed group),N/A,noun,c1,ಜನಸೇನೆ,janasēne
irregular armed group,N/A,noun,c1,ಅನಿಯಮಿತ ಸಶಸ್ತ್ರ ಗುಂಪು,aniyamita saśastra guṁpu
milk,N/A,noun,a1,ಹಾಲು,hālu
mill (factory),N/A,noun,c1,ಗಿರಣಿ,giraṇi
mill (grinder),N/A,noun,b2,ಬೀಸುವ ಯಂತ್ರ,bīsuva yaṁtra
million,N/A,number,a1,ಹತ್ತು ಲಕ್ಷ,hattu lakṣa
mind,N/A,noun,a2,ಮನಸ್ಸು,manassu
to mind (pay attention),transitive,verb,a2,ಗಮನಿಸು,gamanisu
to mind (look after),transitive,verb,a2,ನೋಡಿಕೋ,nōḍikō
mine (excavation site),N/A,noun,b1,ಗಣಿ,gaṇi
mine (explosive device),N/A,noun,b1,ಮೈನ್,main
mine (referring to an object or neuter entity),N/A,pronoun,a2,ನನ್ನದು,nannadu
mine (referring to a person or animate entity),N/A,pronoun,a2,ನನ್ನವರು,nannavaru
"mine (singular, male)",N/A,pronoun,a2,ನನ್ನವನು,nannavanu
"mine (singular, female)",N/A,pronoun,a2,ನನ್ನವಳು,nannavaḷu
miner (occupational),N/A,noun,b2,ಗಣಿಗಾರ,gaṇigāra
miner (cryptocurrency),N/A,noun,b2,ಮೈನರ್,mainar
cryptocurrency miner,N/A,noun,b2,ಕ್ರಿಪ್ಟೋ ಮೈನರ್,kripṭō mainar
mineral,N/A,noun,b2,ಖನಿಜ,khanija
minimal (aesthetic),N/A,adjective,c1,ಕನಿಷ್ಠವಾದ / ಅತಿ ಸರಳವಾದ,kaniṣṭhavāda / ati saraḷavāda
to minimize,N/A,verb,c1,ಕಡಿಮೆ ಮಾಡು,kaḍime māḍu
to minimize (reduce to the smallest possible),N/A,verb,c1,ಕನಿಷ್ಠಗೊಳಿಸು,kaniṣṭhagoḷisu
minimum (amount or required quantity),N/A,adjective,b2,ಕನಿಷ್ಠ,kaniṣṭha
minimum,N/A,noun,b2,ಕನಿಷ್ಠ / ಕನಿಷ್ಠ ಪ್ರಮಾಣ,kaniṣṭha / kaniṣṭha pramāṇa
"loud (sound, volume)",N/A,adjective,a2,ಜೋರಾದ,jōrāda
"loud (garish, bright colors)",N/A,adjective,a2,ಕಣ್ಣುಕುಕ್ಕುವ,kaṇṇukukkuva
loud,N/A,adverb,a2,ಜೋರಾಗಿ,jōrāgi
loudly,N/A,adverb,a2,ಜೋರಾಗಿ,jōrāgi
love (romantic or deep devotion),N/A,noun,a1,ಪ್ರೀತಿ / ಪ್ರೇಮ,prīti / prēma
"to love (deep affection, familial or romantic)",transitive,verb,a1,ಪ್ರೀತಿಸು,prītisu
"to love (to like strongly, to be fond of)",transitive,verb,a1,ಇಷ್ಟಪಡು,iṣṭapaḍu
"lovely (attractive, beautiful)",N/A,adjective,a2,ಸುಂದರವಾದ,suṁdaravāda
"lovely (delightful, very nice)",N/A,adjective,a2,ಚೆನ್ನಾದ,cennāda
"low (in quantity, amount)",N/A,adjective,a2,ಕಡಿಮೆ,kaḍime
"low (sound, volume)",N/A,adjective,a2,ಮೆಲ್ಲನೆಯ,mellaneya
"low (positionally, near the ground)",N/A,adverb,a2,ಕೆಳಗೆ,keḷage
low (in volume),N/A,adverb,a2,ಮೆಲ್ಲಗೆ,mellage
low,N/A,noun,b2,ಕನಿಷ್ಠ,kaniṣṭha
"to lower (decrease, reduce)",transitive,verb,b2,ಕಡಿಮೆ ಮಾಡು,kaḍime māḍu
"to lower (position, physical object)",transitive,verb,b2,ಇಳಿಸು,iḷisu
loyal,N/A,adjective,b2,ನಿಷ್ಠಾವಂತ,niṣṭhāvaṁta
loyalty,N/A,noun,c1,ನಿಷ್ಠೆ,niṣṭhe
luck,N/A,noun,a2,ಅದೃಷ್ಟ,adr̥ṣṭa
lucky (bringing good fortune),N/A,adjective,a2,ಅದೃಷ್ಟಕರ,adr̥ṣṭakara
"lunch (midday meal, standard)",N/A,noun,a1,ಮಧ್ಯಾಹ್ನದ ಊಟ,madhyāhnada ūṭa
lung,N/A,noun,b2,ಶ್ವಾಸಕೋಶ,śvāsakōśa
luxury (noun),N/A,adjective,b1,ವಿಲಾಸ / ವೈಭೋಗ,vilāsa / vaibhōga
luxury (as adjective),N/A,adjective,b1,ಐಷಾರಾಮಿ,aiṣārāmi
"luxury (indulgence, comfort)",N/A,noun,b1,ಸುಖಭೋಗ,sukhabhōga
lyrics (the entire text of a song),N/A,noun,b2,ಸಾಹಿತ್ಯ,sāhitya
machine,N/A,noun,a1,ಯಂತ್ರ,yaṁtra
"machinery (system, structure)",N/A,noun,c1,ವ್ಯವಸ್ಥೆ,vyavasthe
mad (insane),N/A,adjective,b1,ಹುಚ್ಚು,huccu
mad (angry),N/A,adjective,b1,ಕೋಪಗೊಂಡ,kōpagoṁḍa
magazine (publication),N/A,noun,a1,ಪತ್ರಿಕೆ,patrike
magazine (ammunition clip),N/A,noun,a2,ಮದ್ದುಗುಂಡು ಪೆಟ್ಟಿಗೆ,madduguṁḍu peṭṭige
magic (pertaining to illusion or sorcery),N/A,adjective,b1,ಮಾಂತ್ರಿಕ,māṁtrika
"magic (wonderful, enchanting)",N/A,adjective,b1,ಅದ್ಭುತ / ಮೋಹಕ,adbhuta / mōhaka
"magic (illusion, stage trick)",N/A,noun,b1,ಜಾದೂ / ಇಂದ್ರಜಾಲ,jādū / iṁdrajāla
"magic (sorcery, supernatural power)",N/A,noun,b1,ಮಾಯೆ / ಮಾಟ,māye / māṭa
"magical (related to sorcery, illusion)",N/A,adjective,c1,ಮಾಂತ್ರಿಕ,māṁtrika
"magical (wonderful, enchanting)",N/A,adjective,c1,ಮೋಹಕ / ಅದ್ಭುತ,mōhaka / adbhuta
magistrate,N/A,noun,c1,ಮ್ಯಾಜಿಸ್ಟ್ರೇಟ್,myājisṭrēṭ
magnetic (physics),N/A,adjective,c1,ಕಾಂತೀಯ,kāṁtīya
magnetic (personality),N/A,adjective,c1,ಆಕರ್ಷಕ / ಪ್ರಭಾವಶಾಲಿ,ākarṣaka / prabhāvaśāli
"magnificent (grand, impressive)",N/A,adjective,b2,ಭವ್ಯ / ವೈಭವಯುತ,bhavya / vaibhavayuta
"magnificent (superb quality, excellent)",N/A,adjective,b2,ಅದ್ಭುತ / ಉತ್ಕೃಷ್ಟ,adbhuta / utkr̥ṣṭa
"magnitude (importance, scale)",N/A,noun,c1,ಪ್ರಮಾಣ / ಮಹತ್ವ,pramāṇa / mahatva
magnitude (quantitative measure),N/A,noun,c1,ಪರಿಮಾಣ,parimāṇa
"mail (physical post, letters)",N/A,noun,a2,ಅಂಚೆ / ಪೋಸ್ಟ್,aṁce / pōsṭ
"mail (email, digital)",N/A,noun,a2,ಇಮೇಲ್,imēl
"to mail (a letter, parcel via postal service)",transitive,verb,a2,ಪೋಸ್ಟ್ ಮಾಡು,pōsṭ māḍu
"main (chief, primary)",N/A,adjective,a1,ಮುಖ್ಯ / ಪ್ರಮುಖ,mukhya / pramukha
main (physical structure),N/A,adjective,a1,ಮುಖ್ಯ,mukhya
mainland,N/A,noun,c1,ಮುಖ್ಯ ಭೂಮಿ,mukhya bhūmi
mainly,N/A,adverb,b1,ಮುಖ್ಯವಾಗಿ,mukhyavāgi
mainstream,N/A,adjective,c1,ಮುಖ್ಯವಾಹಿನಿಯ,mukhyavāhiniya
mainstream,N/A,noun,c1,ಮುಖ್ಯವಾಹಿನಿ,mukhyavāhini
"to maintain (assert, claim)",transitive,verb,b2,ಪ್ರತಿಪಾದಿಸು,pratipādisu
to maintain (financially support),transitive,verb,b2,ಪೋಷಿಸು,pōṣisu
"maintenance (financial support, legal)",N/A,noun,c1,ಜೀವನಾಂಶ,jīvanāṁśa
"major (primary, main)",N/A,adjective,a2,ಪ್ರಮುಖ,pramukha
major (field of study),N/A,noun,a1,ಮುಖ್ಯ ವಿಷಯ,mukhya viṣaya
major (military rank),N/A,noun,a1,ಮೇಜರ್,mējar
majority (legal age),N/A,noun,b2,ಪ್ರಾಪ್ತ ವಯಸ್ಸು,prāpta vayassu
make,N/A,noun,b2,ವಿಧ / ತಯಾರಿಕೆ,vidha / tayārike
to make (earn),transitive,verb,a1,ಗಳಿಸು,gaḷisu
make-up (cosmetics),N/A,noun,b2,ಮೇಕಪ್,mēkap
make-up (composition),N/A,noun,b2,ಸಂಯೋಜನೆ,saṁyōjane
making (manufacture type),N/A,noun,b2,ತಯಾರಿಕೆ,tayārike
making (financial profit),N/A,noun,b2,ಸಂಪಾದನೆ,saṁpādane
male,N/A,adjective,a2,ಗಂಡು,gaṁḍu
"male (person, formal)",N/A,noun,a2,ಪುರುಷ,puruṣa
male (gender classification),N/A,noun,a2,ಗಂಡು,gaṁḍu
mall,N/A,noun,b1,ಶಾಪಿಂಗ್ ಮಾಲ್,śāpiṁg māl
man (human being),N/A,noun,a1,ಮನುಷ್ಯ,manuṣya
man (husband),N/A,noun,a1,ಗಂಡ,gaṁḍa
"to manage (to administer, run)",transitive,verb,a2,ನಿರ್ವಹಿಸು,nirvahisu
"to manage (to cope, handle difficulty)",transitive,verb,a2,ಸಂಭಾಲಿಸು,saṁbhālisu
management (administration),N/A,noun,b1,ನಿರ್ವಹಣೆ,nirvahaṇe
"management (the people, organization)",N/A,noun,b1,ವ್ಯವಸ್ಥಾಪನೆ,vyavasthāpane
"manager (formal, administrative)",N/A,noun,a2,ವ್ಯವಸ್ಥಾಪಕ,vyavasthāpaka
mandate (political authority),N/A,noun,c1,ಜನಾದೇಶ / ಜನಾದಾರ,janādēśa / janādāra
"mandate (formal order, directive)",N/A,noun,c1,ಆದೇಶ,ādēśa
mandatory,N/A,adjective,c1,ಕಡ್ಡಾಯದ,kaḍḍāyada
to manifest (to appear or become evident),intransitive,verb,c1,ವ್ಯಕ್ತವಾಗು,vyaktavāgu
to manifest (to show or demonstrate qualities),transitive,verb,c1,ವ್ಯಕ್ತಪಡಿಸು,vyaktapaḍisu
"to manipulate (skillfully handle, control object)",transitive,verb,c1,ನಿರ್ವಹಿಸು,nirvahisu
"to manipulate (influence deceptively, unscrupulously)",transitive,verb,c1,ಕುಶಲವಾಗಿ ನಿಯಂತ್ರಿಸು,kuśalavāgi niyaṁtrisu
manipulation (skillful handling or processing),N/A,noun,c1,ನಿರ್ವಹಣೆ,nirvahaṇe
manipulation (unethical control or influence),N/A,noun,c1,ಕೈವಾಡ,kaivāḍa
manner (method or style),N/A,noun,a2,ರೀತಿ,rīti
manner (behavior or deportment),N/A,noun,a2,ನಡತೆ,naḍate
manners,N/A,noun,a2,ಶಿಷ್ಟಾಚಾರ,śiṣṭācāra
"to manufacture (a lie, story)",transitive,verb,b2,ಕಟ್ಟು,kaṭṭu
manufacturing,N/A,noun,b2,ಉತ್ಪಾದನೆ,utpādane
manuscript,N/A,noun,c1,ಹಸ್ತಪ್ರತಿ,hastaprati
many (countable objects),N/A,determiner,a1,ಹಲವು,halavu
"many (most, general emphasis)",N/A,determiner,a1,ಹಲವಾರು,halavāru
many (people),N/A,pronoun,a1,ಹಲವರು,halavaru
"mother (formal, literary)",N/A,noun,a1,ಮಾತೃ,mātr̥
motion (formal proposal),N/A,noun,b2,ನಿರ್ಣಯ,nirṇaya
to motivate,transitive,verb,b2,ಪ್ರೇರೇಪಿಸು,prērēpisu
motivation,N/A,noun,b2,ಪ್ರೇರಣೆ,prēraṇe
motive,N/A,noun,c1,ಉದ್ದೇಶ,uddēśa
"motor (relating to engines, vehicles)",N/A,adjective,b2,ಮೋಟಾರು,mōṭāru
"motor (relating to movement, muscles)",N/A,adjective,b2,ಚಲನಾತ್ಮಕ,calanātmaka
"motor (vehicle, car)",N/A,noun,b2,ಮೋಟಾರು / ವಾಹನ,mōṭāru / vāhana
bike (motorcycle),N/A,noun,a2,ಬೈಕ್,baik
motorist,N/A,noun,c1,ಮೋಟಾರು ವಾಹನ ಚಾಲಕ,mōṭāru vāhana cālaka
"to mount (a horse, bicycle)",transitive,verb,b2,ಏರು,ēru
"to mount (a photograph, equipment)",transitive,verb,b2,ಅಳವಡಿಸು,aḷavaḍisu
"to mount (increase, accumulate)",intransitive,verb,b2,ಹೆಚ್ಚಾಗು,heccāgu
hill,N/A,noun,a1,ಬೆಟ್ಟ,beṭṭa
mouse (animal),N/A,noun,a1,ಇಲಿ,ili
mouse (computer peripheral),N/A,noun,a1,ಮೌಸ್,maus
"mouth (of a river, cave, or container)",N/A,noun,b1,ಮುಖ,mukha
mouth (of a container),N/A,noun,b1,ಬಾಯಿ,bāyi
move (strategy or game play),N/A,noun,b1,ಹೆಜ್ಜೆ,hejje
move (strategy),N/A,noun,b1,ದಾಳ,dāḷa
to move (change residence),intransitive,verb,a1,ಸ್ಥಳ ಬದಲಾಯಿಸು,sthaḷa badalāyisu
to move (house),intransitive,verb,a1,ಮನೆ ಬದಲಾಯಿಸು,mane badalāyisu
movement (political or social),N/A,noun,a2,ಚಳುವಳಿ,caḷuvaḷi
movement (agitation),N/A,noun,a2,ಆಂದೋಲನ,āṁdōlana
movie (full feature film),N/A,noun,a1,ಚಲನಚಿತ್ರ,calanacitra
"movie (show, cinema)",N/A,noun,a1,ಸಿನಿಮಾ,sinimā
moving (in motion),N/A,adjective,b2,ಚಲಿಸುತ್ತಿರುವ,calisuttiruva
moving (emotionally touching),N/A,adjective,b2,ಮನಮುಟ್ಟುವ,manamuṭṭuva
much (to a great degree),N/A,adverb,a1,ತುಂಬಾ,tuṁbā
"much (quantity, uncountable)",N/A,adverb,a1,ಹೆಚ್ಚು,heccu
much (quantifier),N/A,determiner,a1,ಹೆಚ್ಚು,heccu
much (adverb of degree),N/A,determiner,a1,ಬಹಳ,bahaḷa
