id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
1214,"to tip (tilt, overturn)",verb,b1,nan,ವಾಲಿಸು / ಉರುಳಿಸು / ವಾಲು / ಉರುಳು,vālisu / uruḷisu / vālu / uruḷu
1215,to,infinitive marker,a1,nan,ಲು,lu
1216,today,noun,a1,nan,ಇಂದು / ಇವತ್ತು,iṁdu / ivattu
1217,"toilet (restroom, bathroom, polite)",noun,a1,nan,ಶೌಚಾಲಯ / ಟಾಯ್ಲೆಟ್ / ಸ್ನಾನಗೃಹ,śaucālaya / ṭāyleṭ / snānagr̥ha
1218,"third (fraction, 1, 3)",noun,a2,nan,ಮೂರನೇ ಒಂದು ಭಾಗ / ಮೂರನೇ ಒಂದು,mūranē oṁdu bhāga / mūranē oṁdu
1219,third,ordinal number,a1,nan,ಮೂರನೇ / ತೃತೀಯ,mūranē / tr̥tīya
1220,this (pronoun),adverb,b1,nan,ಇದು,idu
1221,this (adjective),adverb,b1,nan,ಈ,ī
1222,this (modifying a noun),pronoun,a1,nan,ಈ,ī
1223,worldwide (adjective),adverb,b1,nan,ವಿಶ್ವವ್ಯಾಪಿ / ಜಾಗತಿಕ,viśvavyāpi / jāgatika
1224,worse,adjective,a2,nan,ಹೆಚ್ಚು ಕೆಟ್ಟ / ಕೆಟ್ಟದಾದ,heccu keṭṭa / keṭṭadāda
1225,worse,adverb,b1,nan,ಹೆಚ್ಚು ಕೆಟ್ಟದಾಗಿ / ಇನ್ನೂ ಕೆಟ್ಟದಾಗಿ,heccu keṭṭadāgi / innū keṭṭadāgi
1226,"worst (at worst, at minimum)",adjective,b1,nan,ಕನಿಷ್ಠ ಪಕ್ಷ / ಕೆಟ್ಟ ಪಕ್ಷ,kaniṣṭha pakṣa / keṭṭa pakṣa
1227,worst,adverb,b1,nan,ಅತ್ಯಂತ ಕೆಟ್ಟದಾಗಿ / ಅತಿ ಕೆಟ್ಟದಾಗಿ,atyaṁta keṭṭadāgi / ati keṭṭadāgi
1228,worst,noun,b2,nan,ಅತ್ಯಂತ ಕೆಟ್ಟದ್ದು / ಅತಿ ಕೆಟ್ಟದ್ದು,atyaṁta keṭṭaddu / ati keṭṭaddu
1229,"worth (deserving of , beneficial)",adjective,b1,nan,ಯೋಗ್ಯ / ಅರ್ಹ / ಬೆಲೆಬಾಳುವ,yōgya / arha / belebāḷuva
1230,wrong,adjective,a1,nan,ತಪ್ಪು / ತಪ್ಪಾದ,tappu / tappāda
1231,"wrong (incorrect, not right)",adverb,b1,nan,ತಪ್ಪಾಗಿ,tappāgi
1232,"wrong (morally bad, unjust)",adverb,b1,nan,ಅನ್ಯಾಯವಾಗಿ / ತಪ್ಪು ರೀತಿಯಲ್ಲಿ,anyāyavāgi / tappu rītiyalli
1233,wrong (morally bad),adverb,b1,nan,ತಪ್ಪು ರೀತಿಯಲ್ಲಿ / ಅನೈತಿಕವಾಗಿ,tappu rītiyalli / anaitikavāgi
1234,wrong (a mistake or injustice),adverb,b2,nan,ತಪ್ಪಾಗಿ / ಅನ್ಯಾಯವಾಗಿ,tappāgi / anyāyavāgi
1235,yes (general affirmation),exclamation,a1,nan,ಹೌದು / ಸರಿ,haudu / sari
1236,yes (casual),exclamation,a1,nan,ಹೂಂ / ಹೌದು,hūṁ / haudu
1237,"to yield (surrender, concede)",verb,c1,intransitive,ಶರಣಾಗು / ಒಪ್ಪಿಕೊ / ಬಿಟ್ಟುಕೊಡು,śaraṇāgu / oppiko / biṭṭukoḍu
1238,"youngster (colloquial, referring to a child, teen)",noun,c1,nan,ಯುವಕ / ಹುಡುಗ / ಚಿಕ್ಕವನು,yuvaka / huḍuga / cikkavanu
1239,"yours (respectful, formal, plural)",pronoun,a2,nan,ನಿಮ್ಮದು / ತಮ್ಮದು,nimmadu / tammadu
1240,"yourself (formal, singular)",pronoun,a1,nan,ನೀವೇ / ತಮ್ಮನ್ನೇ,nīvē / tammannē
1241,welcome (greeting),adjective,a1,nan,ಸ್ವಾಗತಾರ್ಹ / ಸಂತೋಷದಿಂದ ಸ್ವೀಕರಿಸುವ,svāgatārha / saṁtōṣadiṁda svīkarisuva
1242,welcome (greeting),exclamation,a1,nan,ಸ್ವಾಗತ / ಸುಸ್ವಾಗತ,svāgata / susvāgata
1243,welcome,noun,a2,nan,ಸ್ವಾಗತ / ಆದರ,svāgata / ādara
1244,well (as a filler),exclamation,a1,nan,ಸರಿ / ಅಂದಹಾಗೆ,sari / aṁdahāge
1245,well (indicating realization or resignation),exclamation,a1,nan,ಸರಿ / ಅಷ್ಟೇ,sari / aṣṭē
1246,"west (noun, direction)",adjective,a1,nan,ಪಶ್ಚಿಮದ / ಪಶ್ಚಿಮ ದಿಕ್ಕಿನ,paścimada / paścima dikkina
1247,west,noun,a1,nan,ಪಶ್ಚಿಮ / ಪಶ್ಚಿಮ ದಿಕ್ಕು,paścima / paścima dikku
1248,western (direction),adjective,b1,nan,ಪಶ್ಚಿಮದ / ಪಶ್ಚಿಮ ದಿಕ್ಕಿನ,paścimada / paścima dikkina
1249,what (used before a noun),determiner,a1,nan,ಯಾವ / ಏನು,yāva / ēnu
1250,what,pronoun,a1,nan,ಏನು,ēnu
1251,whatever (dismissive interjection),adverb,c1,nan,ಏನಾದರೂ ಆಗಲಿ / ಏನೋ ಬಿಡು,ēnādarū āgali / ēnō biḍu
1252,"whatever (things, concepts)",determiner,b1,nan,ಏನೇ / ಏನಾದರೂ,ēnē / ēnādarū
1253,whatever (dismissive),pronoun,b1,nan,ಏನಾದರೂ / ಏನೋ,ēnādarū / ēnō
1254,when (connecting time),adverb,a1,nan,ಯಾವಾಗ / ಆಗ,yāvāga / āga
1255,when? (interrogative adverb),conjunction,a1,nan,ಯಾವಾಗ,yāvāga
1256,where (to),adverb,a1,nan,ಎಲ್ಲಿಗೆ,ellige
1257,where (question word),conjunction,a1,nan,ಎಲ್ಲಿ,elli
1258,whether,conjunction,b1,nan,ಅಥವಾ,athavā
1259,which (determiner),determiner,a1,nan,ಯಾವ,yāva
1260,which (pronoun),determiner,a1,nan,ಯಾವುದು / ಯಾರು,yāvudu / yāru
1261,"which (adjective, determiner)",pronoun,a1,nan,ಯಾವುದು / ಯಾರು,yāvudu / yāru
1262,"upset (physically ill, stomach)",adjective,b1,nan,ಅಸ್ವಸ್ಥ / ಕೆಟ್ಟ,asvastha / keṭṭa
1263,upstairs (location or movement),adjective,a2,nan,ಮೇಲೆ / ಮೇಲಿನ ಮಹಡಿ,mēle / mēlina mahaḍi
1264,"us (inclusive, you and I)",pronoun,a1,nan,ನಮಗೆ / ನಮ್ಮನ್ನು,namage / nammannu
1265,"us (exclusive, I and others but not you)",pronoun,a1,nan,ನಮಗೆ / ನಮ್ಮನ್ನು,namage / nammannu
1266,second-hand,adjective,a2,nan,ಬಳಸಿದ / ಹಳೆಯ / ಸೆಕೆಂಡ್ ಹ್ಯಾಂಡ್,baḷasida / haḷeya / sekeṁḍ hyāṁḍ
1267,useless (without benefit),adjective,b1,nan,ನಿಷ್ಪ್ರಯೋಜಕ / ಪ್ರಯೋಜನವಿಲ್ಲದ / ವೇಸ್ಟ್,niṣprayōjaka / prayōjanavillada / vēsṭ
1268,"holiday, time off",noun,a2,nan,ರಜೆ / ಹಬ್ಬ / ವಿರಾಮ,raje / habba / virāma
1269,"vague (unspecified, imprecise)",adjective,c1,nan,ಅಸ್ಪಷ್ಟ / ಅನಿಶ್ಚಿತ,aspaṣṭa / aniścita
1270,track (path or rail line),noun,a2,nan,ಹಾದಿ / ದಾರಿ / ರೈಲು ಹಳಿ / ರೈಲು ಮಾರ್ಗ,hādi / dāri / railu haḷi / railu mārga
1271,"whole (entire , complete)",noun,b1,nan,ಪೂರ್ಣ / ಸಂಪೂರ್ಣ / ಒಟ್ಟು,pūrṇa / saṁpūrṇa / oṭṭu
1272,"to whom , for whom",pronoun,b2,nan,ಯಾರಿಗೆ,yārige
1273,whose,determiner,a2,nan,ಯಾರ,yāra
1274,whose,pronoun,a2,nan,ಯಾರದು / ಯಾರವು,yāradu / yāravu
1275,"why (for what reason, purpose)",adverb,a1,nan,ಯಾಕೆ / ಏಕೆ / ಏನು ಕಾರಣಕ್ಕೆ,yāke / ēke / ēnu kāraṇakke
1276,"wife (neutral, literary)",noun,a2,nan,ಹೆಂಡತಿ / ಪತ್ನಿ / ಭಾರ್ಯೆ,heṁḍati / patni / bhārye
1277,"wild (reckless, uncontrolled)",adjective,a2,nan,ಅನಿಯಂತ್ರಿತ / ದುಡುಕು / ಅಸಂಯಮ,aniyaṁtrita / duḍuku / asaṁyama
1278,will (determination),noun,b1,nan,ಸಂಕಲ್ಪ / ಇಚ್ಛಾಶಕ್ತಿ / ನಿರ್ಧಾರ,saṁkalpa / icchāśakti / nirdhāra
1279,"wine (formal, literary term)",noun,a1,nan,ಸುರಾ / ಮದ್ಯ,surā / madya
1280,winter (cold season),noun,a1,nan,ಚಳಿಗಾಲ / ಶೀತಕಾಲ,caḷigāla / śītakāla
