id,english_word,word_class,kannada_translation,verb_transitivity,level
5376,monopoly,noun,ಏಕಸ್ವಾಮ್ಯ / ಏಕಾಧಿಪತ್ಯ,N/A,c1
5377,monster (cruel person),noun,ರಾಕ್ಷಸ / ಕ್ರೂರಿ / ಪಿಶಾಚಿ,N/A,b2
5378,"month (formal, literary)",noun,ಮಾಸ / ತಿಂಗಳು,N/A,a1
5379,"month (standard, colloquial)",noun,ತಿಂಗಳು / ಮಾಸ,N/A,a1
5380,monthly (happening regularly),adjective,ಮಾಸಿಕ / ಪ್ರತಿ ತಿಂಗಳ,N/A,b2
5381,monthly (adverb: every month),adjective,ಪ್ರತಿ ತಿಂಗಳು / ತಿಂಗಳಿಗೊಮ್ಮೆ / ಮಾಸಿಕವಾಗಿ,N/A,b2
5382,monument,noun,ಸ್ಮಾರಕ / ನೆನಪಿನ ಚಿಹ್ನೆ,N/A,b2
5383,"mood (atmosphere, vibe)",noun,ವಾತಾವರಣ / ಪರಿಸರ,N/A,b1
5384,mood (personal emotional state),noun,ಮನಸ್ಥಿತಿ / ಭಾವನೆ / ಮನೋಭಾವ,N/A,b1
5385,moon,noun,ಚಂದ್ರ / ತಿಂಗಳು / ಶಶಿ,N/A,a2
5386,moral,adjective,ನೈತಿಕ / ಧಾರ್ಮಿಕ / ಸದಾಚಾರದ,N/A,b2
5387,morals,noun,ನೈತಿಕ ಮೌಲ್ಯಗಳು / ಸದಾಚಾರ / ಧರ್ಮ,N/A,b2
5388,morality,noun,ನೈತಿಕತೆ / ಸದಾಚಾರ / ಧರ್ಮನಿಷ್ಠೆ,N/A,c1
5389,more (greater quantity or degree),adverb,ಹೆಚ್ಚು / ಜಾಸ್ತಿ / ಅಧಿಕ,N/A,a1
5390,"more (additional, further)",adverb,ಇನ್ನಷ್ಟು / ಇನ್ನು / ಹೆಚ್ಚು,N/A,a1
5391,"more (continuative: e.g., 'Tell me more', 'One more day')",adverb,ಇನ್ನು / ಇನ್ನಷ್ಟು / ಮತ್ತಷ್ಟು,N/A,a1
5392,more (colloquial quantity),determiner,ಜಾಸ್ತಿ / ಹೆಚ್ಚು / ಅಧಿಕ,N/A,a1
5393,"more (additional, still more)",pronoun,ಇನ್ನಷ್ಟು / ಹೆಚ್ಚು / ಮತ್ತಷ್ಟು,N/A,a1
5394,moreover,adverb,ಮೇಲಾಗಿ / ಅಷ್ಟೇ ಅಲ್ಲದೆ / ಇದಲ್ಲದೆ,N/A,b2
5395,"morning (early morning, dawn)",noun,ಉಷೆ / ಅರುಣೋದಯ / ಬೆಳಗ್ಗೆ,N/A,a1
5396,early morning,noun,ಬೆಳಗ್ಗೆ / ಮುಂಜಾನೆ / ಪ್ರಭಾತ,N/A,a1
5397,to mortgage,verb,ಅಡ ಇಡು / ಅಡಮಾನ ಇಡು / ಅಡವಿಡು,transitive,b2
5398,"mortgage (the collateral, act)",noun,ಅಡಮಾನ / ಅಡ,N/A,b2
5399,mosque,noun,ಮಸೀದಿ,N/A,b2
5400,most (the majority of),adverb,ಬಹುತೇಕ / ಹೆಚ್ಚಾಗಿ,N/A,a1
5401,most (superlative modifier),adverb,ಅತ್ಯಂತ / ಬಹಳ,N/A,a1
5402,most (used to form superlatives),determiner,ಅತ್ಯಂತ / ಬಹಳ,N/A,a1
5403,"most (as a pronoun, e.g., most of them)",pronoun,ಹೆಚ್ಚಿನವರು / ಬಹುತೇಕರು,N/A,a1
5404,mostly (primarily),adverb,ಮುಖ್ಯವಾಗಿ / ಪ್ರಮುಖವಾಗಿ,N/A,a2
5405,"mostly (majority, usually)",adverb,ಬಹುತೇಕ / ಹೆಚ್ಚಾಗಿ,N/A,a2
5406,map,noun,ನಕ್ಷೆ / ಭೂಪಟ,N/A,a1
5407,"to map (terrain, area)",verb,ನಕ್ಷೆ ಮಾಡು / ಚಿತ್ರೀಕರಿಸು,transitive,b2
5408,"to map (to correspond, relate)",verb,ಸಂಬಂಧ ಕಲ್ಪಿಸು / ಹೊಂದಿಸು,transitive,b2
5409,"marathon (long, arduous activity)",noun,ಮ್ಯಾರಥಾನ್,N/A,b2
5410,"long, arduous activity",noun,ದೀರ್ಘಾವಧಿಯ ಕಷ್ಟದ ಕೆಲಸ / ಕಠಿಣ ಕಾರ್ಯ,N/A,b2
5411,march (calendar month),noun,ಮಾರ್ಚ್,N/A,a1
5412,march (procession),noun,ಮೆರವಣಿಗೆ / ಜಾಥಾ,N/A,a2
5413,march (act of movement or procession),noun,ಪಥಸಂಚಲನ / ಮೆರವಣಿಗೆ,N/A,c1
5414,march (musical composition),noun,ಪಥಸಂಚಲನ ಗೀತೆ / ಮೆರವಣಿಗೆ ಗೀತೆ,N/A,c1
5415,to march (in a procession or protest),verb,ಮೆರವಣಿಗೆ ಮಾಡು / ಜಾಥಾ ನಡೆಸು,intransitive,c1
5416,to march (military drill or parade),verb,ಪಥಸಂಚಲನ ಮಾಡು / ಹೆಜ್ಜೆ ಹಾಕು,intransitive,c1
5417,margin (edge of paper),noun,ಅಂಚು / ಅಂಚುಪಟ್ಟಿ,N/A,b2
5418,margin (difference or gap),noun,ವ್ಯತ್ಯಾಸ / ಅಂತರ / ಅಂಚು,N/A,b2
5419,marginal (economic or technical),adjective,ಸೀಮಾಂತ,N/A,c1
5420,marginal cost,adjective,ಸೀಮಾಂತ ವೆಚ್ಚ,N/A,c1
5421,"marginal (societal, disadvantaged)",adjective,ಅಂಚಿನಲ್ಲಿರುವ / ಅಂಚಿಗೆ ತಳ್ಳಲ್ಪಟ್ಟ,N/A,c1
5422,marine (relating to naval forces),adjective,ನೌಕಾ / ಕಡಲ,N/A,c1
5423,marine corps,adjective,ಸಮುದ್ರಯೋಧ ದಳ / ನೌಕಾಪಡೆ,N/A,c1
5424,mark (score),noun,ಅಂಕ / ಗುರುತು,N/A,a2
5425,to mark (to put a sign on),verb,ಗುರುತು ಮಾಡು / ಗುರುತಿಸು,transitive,a2
5426,to mark (to grade exams),verb,ಮೌಲ್ಯಮಾಪನ ಮಾಡು / ಅಂಕ ನೀಡು,transitive,a2
5427,marker (writing instrument),noun,ಮಾರ್ಕರ್ / ಗುರುತು ಪೆನ್,N/A,b2
5428,"marker (indicator, sign)",noun,ಗುರುತು / ಸೂಚಕ,N/A,b2
5429,market,noun,ಮಾರುಕಟ್ಟೆ / ಸಂತ,N/A,a1
5430,to market (to promote strategically),verb,ಪ್ರಚಾರ ಮಾಡು / ಮಾರ್ಕೆಟಿಂಗ್ ಮಾಡು,transitive,b1
5431,"to market (to sell, put up for sale)",verb,ಮಾರಾಟ ಮಾಡು / ಮಾರು,transitive,b1
5432,marketing (business discipline),noun,ವಿಪಣನ / ಮಾರಾಟ ತಂತ್ರ,N/A,b1
5433,marketing (general usage),noun,ಮಾರ್ಕೆಟಿಂಗ್ / ಪ್ರಚಾರ,N/A,b1
5434,marketplace (economic system),noun,ಮಾರುಕಟ್ಟೆ / ವ್ಯಾಪಾರ ಕ್ಷೇತ್ರ,N/A,c1
5435,marketplace (digital platform),noun,ಆನ್ಲೈನ್ ಮಾರುಕಟ್ಟೆ / ಡಿಜಿಟಲ್ ಮಾರುಕಟ್ಟೆ,N/A,c1
5436,marriage (ceremony),noun,ಮದುವೆ / ವಿವಾಹ,N/A,b1
5437,married,adjective,ವಿವಾಹಿತ / ಮದುವೆಯಾದ,N/A,a1
5438,to marry (to get married),verb,ಮದುವೆಯಾಗು / ವಿವಾಹವಾಗು,intransitive,a2
5439,to marry (someone off),verb,ಮದುವೆ ಮಾಡು / ವಿವಾಹ ಮಾಡಿಸು,transitive,a2
5440,martial,adjective,ಸಮರ / ಯುದ್ಧಕ್ಕೆ ಸಂಬಂಧಿಸಿದ,N/A,b2
5441,mask (face covering),noun,ಮಾಸ್ಕ್ / ಮುಖಗವಸು,N/A,c1
5442,mask (disguise),noun,ಮುಖವಾಡ / ವೇಷ,N/A,c1
5443,mass,adjective,ಸಾಮೂಹಿಕ / ಸಮೂಹ,N/A,b2
5444,"mass (physics, chemistry)",noun,ದ್ರವ್ಯರಾಶಿ,N/A,b2
5445,mass (religious service),noun,ಪವಿತ್ರ ಬಲಿಪೂಜೆ / ಮಾಸ್,N/A,b2
5446,massacre,noun,ಹತ್ಯಾಕಾಂಡ / ಸಾಮೂಹಿಕ ಹತ್ಯೆ,N/A,c1
5447,massive (in scope or severity),adjective,ಭಾರೀ / ಬೃಹತ್ / ದೊಡ್ಡ,N/A,b2
5448,master (skilled expert),noun,ನಿಪುಣ / ಗುರು / ಪಂಡಿತ,N/A,b2
5449,master (owner or ruler),noun,ಯಜಮಾನ / ಒಡೆಯ / ಧಣಿ,N/A,b2
5450,master (academic degree),noun,ಸ್ನಾತಕೋತ್ತರ ಪದವಿ,N/A,b2
5451,to master (an emotion or difficulty),verb,ನಿಯಂತ್ರಿಸು / ಗೆಲ್ಲು / ಹತೋಟಿಗೆ ತರು,transitive,b2
5452,"match (game, competition)",noun,ಪಂದ್ಯ / ಸ್ಪರ್ಧೆ,N/A,a1
5453,match (for lighting fire),noun,ಬೆಂಕಿ ಕಡ್ಡಿ,N/A,a1
5454,to match (to be compatible),verb,ಸರಿಹೊಂದು / ಹೊಂದಾಣಿಕೆಯಾಗು,intransitive,a1
5455,to match (to pair items),verb,ಹೊಂದಿಸು / ಜೋಡಿಸು / ಹೋಲಿಸು,transitive,a1
5456,matching,adjective,ಹೊಂದಾಣಿಕೆಯ / ಸರಿಹೊಂದುವ,N/A,b2
5457,"mate (friend, companion)",noun,ಗೆಳೆಯ / ಸ್ನೇಹಿತ / ಸಂಗಾತಿ,N/A,b2
5458,"mate (partner, officer)",noun,ಪಾಲುದಾರ / ಸಹಾಯಕ,N/A,b2
5459,mate (breeding partner),noun,ಸಂಗಾತಿ / ಜೊತೆಗಾರ,N/A,b2
5460,to mate (in chess),verb,ಚೆಕ್ಮೇಟ್ ಮಾಡು,transitive,b2
5461,"material (significant, relevant)",adjective,ಮಹತ್ವದ / ಪ್ರಮುಖ / ಅಗತ್ಯ,N/A,b2
5462,"material (physical, relating to matter)",adjective,ಭೌತಿಕ,N/A,b2
5463,"material (noun: substance, stuff)",noun,ವಸ್ತು / ಸಾಮಗ್ರಿ / ದ್ರವ್ಯ,N/A,b1
5464,"material (noun: fabric, cloth)",noun,ಬಟ್ಟೆ / ವಸ್ತ್ರ,N/A,b1
5465,material (substance or fabric),noun,ವಸ್ತು / ಸಾಮಗ್ರಿ / ದ್ರವ್ಯ,N/A,a2
5466,material (information or data),noun,ಮಾಹಿತಿ / ವಿಷಯ / ದತ್ತಾಂಶ,N/A,a2
5467,mathematical,adjective,ಗಣಿತೀಯ / ಗಣಿತ ಸಂಬಂಧಿ,N/A,c1
5468,mathematics,noun,ಲೆಕ್ಕ / ಗಣಿತ,N/A,a2
5469,mathematics (formal),noun,ಗಣಿತ / ಗಣಿತಶಾಸ್ತ್ರ,N/A,a2
5470,"matter (issue, affair)",noun,ವಿಷಯ / ಸಂಗತಿ / ಪ್ರಕರಣ,N/A,a2
5471,"matter (substance, physical material)",noun,ದ್ರವ್ಯ / ವಸ್ತು,N/A,a2
5472,to matter (to be acceptable),verb,ಮುಖ್ಯವಾಗು / ಗಣನೆಗೆ ಬರು,intransitive,a2
5473,to it doesn't matter,verb,ಪರವಾಗಿಲ್ಲ,N/A,a2
5474,mature (responsible),adjective,ಪ್ರಬುದ್ಧ / ಪಕ್ವ,N/A,c1
5475,mature (ripe),adjective,ಮಾಗಿದ / ಪಕ್ವಗೊಂಡ,N/A,c1
5476,"to mature (person, idea)",verb,ಪ್ರಬುದ್ಧವಾಗು / ಪಕ್ವವಾಗು,intransitive,c1
5477,to mature (financial instrument),verb,ಪಕ್ವವಾಗು / ಪೂರ್ಣಗೊಳ್ಳು,intransitive,c1
5478,to maximize,verb,ಗರಿಷ್ಠಗೊಳಿಸು,transitive,c1
5479,the maximum (noun),noun,ಗರಿಷ್ಠ / ಗರಿಷ್ಠ ಮಟ್ಟ,N/A,b2
5480,maximum (adjective),adjective,ಗರಿಷ್ಠ / ಅತ್ಯಧಿಕ,N/A,b2
5481,may (to request permission),modal verb,-ಬಹುದೇ,N/A,a1
5482,may (to express possibility),modal verb,-ಬಹುದು,N/A,a1
5483,may (possibility),modal verb,-ಬಹುದು,N/A,a2
5484,"may (permission, request)",modal verb,-ಬಹುದೇ,N/A,a2
5485,maybe,adverb,ಬಹುಶಃ / ಒಂದು ವೇಳೆ,N/A,a1
5486,mayor,noun,ಮಹಾಪೌರ / ಮೇಯರ್,N/A,b2
5487,me (direct object),pronoun,ನನ್ನನ್ನು,N/A,a1
5488,"me (recipient, dative)",pronoun,ನನಗೆ,N/A,a1
5489,"meal (ground grain, flour)",noun,ಹಿಟ್ಟು / ಪುಡಿ,N/A,a1
5490,to mean (to convey sense or definition),verb,ಅರ್ಥಿಸು / ಅರ್ಥ ಕೊಡು,transitive,a1
5491,to mean (to intend or plan),verb,ಉದ್ದೇಶಿಸು / ಯೋಜಿಸು,intransitive,a1
5492,meaning,noun,ಅರ್ಥ / ತಾತ್ಪರ್ಯ,N/A,a1
5493,meaningful (purposeful),adjective,ಅರ್ಥಪೂರ್ಣ / ಸಾರ್ಥಕ,N/A,c1
5494,meaningful (substantive),adjective,ಮಹತ್ವದ / ಗಣನೀಯ,N/A,c1
5495,means (financial resources),noun,ಸಂಪನ್ಮೂಲ / ಆದಾಯ / ಹಣಕಾಸು,N/A,b2
5496,meantime,noun,ಮಧ್ಯಂತರ ಸಮಯ / ಅಷ್ಟರಲ್ಲಿ,N/A,c1
5497,meanwhile,adverb,ಈ ಮಧ್ಯೆ / ಅಷ್ಟರಲ್ಲಿ,N/A,b1
5498,measure (action taken),noun,ಕ್ರಮ / ಉಪಾಯ,N/A,b1
5499,to measure,verb,ಅಳೆ / ಅಳತೆ ಮಾಡು,transitive,b1
5500,measurement (dimensions or size),noun,ಅಳತೆ / ಮಾಪನ,N/A,b2
5501,meat,noun,ಮಾಂಸ,N/A,a1
5502,mechanic,noun,ಮೆಕ್ಯಾನಿಕ್,N/A,b2
5503,mechanical (lacking thought or emotion),adjective,ಯಾಂತ್ರಿಕ,N/A,b2
5504,mechanism (physical device),noun,ಯಾಂತ್ರಿಕ ವ್ಯವಸ್ಥೆ / ಯಂತ್ರಾಂಗ,N/A,b2
5505,mechanism (process or system),noun,ಕಾರ್ಯವಿಧಾನ / ಪ್ರಕ್ರಿಯೆ / ವಿಧಾನ,N/A,b2
5506,medal,noun,ಪದಕ,N/A,b2
5507,"nonsense (meaninglessness, absurdity)",noun,ಅರ್ಥಹೀನತೆ / ಅಸಂಬದ್ಧತೆ / ನಿರರ್ಥಕತೆ,N/A,c1
5508,"nonsense (rubbish, foolish chatter, triviality)",noun,ಹುಚ್ಚುಮಾತು / ಬಕವಾಸ್ / ಅಸಂಬದ್ಧ ಮಾತು,N/A,c1
5509,noon,noun,ಮಧ್ಯಾಹ್ನ / ನಡುಹಗಲು,N/A,c1
5510,nor (also not),adverb,ಸಹ ಇಲ್ಲ,N/A,b1
5511,nor (in 'neither... nor...' constructions),conjunction,ಇಲ್ಲ,N/A,b1
5512,nor (and also not),conjunction,ಮತ್ತು ಇಲ್ಲ / ಹಾಗೆಯೇ ಇಲ್ಲ,N/A,b1
5513,norm (typical standard),noun,ಸಾಮಾನ್ಯ ಮಟ್ಟ / ಮಾನದಂಡ,N/A,b2
5514,"norm (social expectation, rule)",noun,ಸಾಮಾಜಿಕ ನಿಯಮ / ರೂಢಿ / ಸಂಪ್ರದಾಯ,N/A,b2
5515,normal,adjective,ಸಾಮಾನ್ಯ / ಸಹಜ,N/A,a2
5516,normal (state),noun,ಸಾಮಾನ್ಯ ಸ್ಥಿತಿ / ಸಹಜ ಸ್ಥಿತಿ,N/A,b1
5517,normally,adverb,ಸಾಮಾನ್ಯವಾಗಿ / ಸಹಜವಾಗಿ,N/A,a2
5518,"north (direction, adjective)",adjective,ಉತ್ತರದ,N/A,a1
5519,north (towards),adverb,ಉತ್ತರಕ್ಕೆ,N/A,a1
5520,"north (direction, noun)",noun,ಉತ್ತರ,N/A,a1
5521,northern,adjective,ಉತ್ತರ ಭಾಗದ / ಉತ್ತರದ,N/A,b1
5522,nose,noun,ಮೂಗು,N/A,a1
5523,"not (existence, possession)",adverb,ಇಲ್ಲ,N/A,a1
5524,"not (identity, attribution)",adverb,ಅಲ್ಲ,N/A,a1
5525,notable (significant),adjective,ಗಮನಾರ್ಹ / ಮಹತ್ವದ,N/A,c1
5526,notable (prominent person),adjective,ಪ್ರಮುಖ / ಗಣ್ಯ / ಹೆಸರಾಂತ,N/A,c1
5527,"notably (specifically, as a key example)",adverb,ಮುಖ್ಯವಾಗಿ / ನಿರ್ದಿಷ್ಟವಾಗಿ,N/A,c1
5528,"notably (remarkably, in a striking way)",adverb,ಗಮನಾರ್ಹವಾಗಿ / ವಿಶೇಷವಾಗಿ,N/A,c1
5529,note (written message),noun,ಟಿಪ್ಪಣಿ / ಬರಹ / ಚೀಟಿ,N/A,a1
5530,note (banknote),noun,ನೋಟು,N/A,a1
5531,to note (to write down),verb,ಟಿಪ್ಪಣಿ ಮಾಡು / ಬರೆ / ದಾಖಲಿಸು,transitive,b1
5532,to note (to observe or notice),verb,ಗಮನಿಸು / ಅವಲೋಕಿಸು / ನೋಡು,transitive,b1
5533,notebook (for writing),noun,ನೋಟ್ಪುಸ್ತಕ / ಪುಸ್ತಕ,N/A,b2
5534,notebook (laptop computer),noun,ಲ್ಯಾಪ್ಟಾಪ್,N/A,b2
5535,nothing (the value zero or nil),pronoun,ಶೂನ್ಯ,N/A,a1
5536,nothing (no thing),pronoun,ಏನೂ ಇಲ್ಲ,N/A,a1
5537,notice (announcement or sign),noun,ಸೂಚನೆ / ಪ್ರಕಟಣೆ,N/A,a2
5538,notice (period of warning),noun,ನೋಟೀಸ್ ಅವಧಿ,N/A,a2
5539,to notice (to observe carefully or take into account),verb,ಗಮನಿಸು / ಅವಲೋಕಿಸು / ಅರಿ,transitive,a2
5540,"to notify (officially, declare)",verb,ಘೋಷಿಸು / ತಿಳಿಸು / ಪ್ರಕಟಿಸು,transitive,c1
5541,"notion (abstract idea, concept)",noun,ಪರಿಕಲ್ಪನೆ / ಕಲ್ಪನೆ / ಆಲೋಚನೆ,N/A,b2
5542,notion (vague belief or impression),noun,ಭಾವನೆ / ಅನಿಸಿಕೆ / ನಂಬಿಕೆ,N/A,b2
5543,notorious,adjective,ಕುಖ್ಯಾತ / ದುರುಖ್ಯಾತ,N/A,c1
5544,"novel (new, unusual)",adjective,ನವೀನ / ಹೊಸ / ವಿನೂತನ,N/A,c1
5545,novel (book),noun,ಕಾದಂಬರಿ,N/A,b1
5546,novelist,noun,ಕಾದಂಬರಿಕಾರ,N/A,b2
5547,november,noun,ನವೆಂಬರ್,N/A,a1
5548,now (casual speech),adverb,ಈಗ / ಇವಾಗ,N/A,a1
5549,now (at this moment),adverb,ಈಗಲೇ / ತಕ್ಷಣ,N/A,b1
5550,now (introducing a topic),conjunction,ಇನ್ನು,N/A,b1
5551,nowadays,adverb,ಈ ದಿನಗಳಲ್ಲಿ / ಇತ್ತೀಚಿಗೆ,N/A,b2
5552,nowhere (lack of progress),adverb,ಎಲ್ಲೂ ಇಲ್ಲ,N/A,a2
5553,nuclear (atomic),adjective,ಅಣು,N/A,b1
5554,nuclear (cell biology),adjective,ಕೇಂದ್ರದ,N/A,b2
5555,number (general),noun,ಸಂಖ್ಯೆ,N/A,a1
5556,telephone number,noun,ದೂರವಾಣಿ ಸಂಖ್ಯೆ / ಫೋನ್ ನಂಬರ್,N/A,a1
5557,to number (assign index),verb,ಸಂಖ್ಯೆ ಹಾಕು / ಕ್ರಮ ಸಂಖ್ಯೆ ನೀಡು,transitive,a2
5558,to number (to total),verb,ಮೊತ್ತ ಆಗು / ಒಟ್ಟು ಸೇರು,intransitive,a2
5559,numerous,adjective,ಹಲವಾರು / ಅಪಾರ / ಅಸಂಖ್ಯಾತ / ಲೆಕ್ಕವಿಲ್ಲದಷ್ಟು,N/A,b2
5560,nurse,noun,ನರ್ಸ್ / ಶುಶ್ರೂಷಕಿ / ಶುಶ್ರೂಷಕ,N/A,a1
5561,nursery (plant cultivation),noun,ನರ್ಸರಿ / ಸಸಿನೆಲೆ,N/A,c1
5562,"nursery (daycare, pre-school)",noun,ಶಿಶುವಿಹಾರ / ಶಿಶುಪಾಲನಾ ಕೇಂದ್ರ / ನರ್ಸರಿ,N/A,c1
5563,nursing (professional care),noun,ಶುಶ್ರೂಷೆ / ನರ್ಸಿಂಗ್,N/A,b2
5564,nursing (breastfeeding),noun,ಹಾಲುಣಿಸುವುದು / ಸ್ತನ್ಯಪಾನ,N/A,b2
5565,nut (edible),noun,ಬೀಜ / ಕಾಯಿ / ಒಣ ಹಣ್ಣು,N/A,a2
5566,nut (mechanical fastener),noun,ನಟ್,N/A,a2
5567,nutrition,noun,ಪೋಷಣೆ,N/A,b2
5568,o'clock,adverb,ಗಂಟೆ,N/A,a1
5569,obesity,noun,ಬೊಜ್ಜು / ಸ್ಥೂಲಕಾಯ,N/A,b2
5570,to obey,verb,ಮಾತು ಕೇಳು / ಪಾಲಿಸು / ಅನುಸರಿಸು,transitive,b2
5571,object,noun,ವಸ್ತು / ಸಾಮಾನು / ಪದಾರ್ಥ,N/A,a1
5572,to object,verb,ವಿರೋಧಿಸು / ಆಕ್ಷೇಪಿಸು / ತಕರಾರು ಮಾಡು,transitive,b2
5573,objection (formal),noun,ಆಕ್ಷೇಪ / ತಕರಾರು,N/A,c1
5574,objection (difficulty),noun,ತಕರಾರು / ಅಡ್ಡಿ / ಆಕ್ಷೇಪ,N/A,c1
5575,objective (impartial),adjective,ವಸ್ತುನಿಷ್ಠ / ನಿಷ್ಪಕ್ಷಪಾತ,N/A,b2
5576,objective (external reality),adjective,ವಸ್ತುನಿಷ್ಠ / ವಾಸ್ತವಿಕ,N/A,b2
5577,objective,noun,ಗುರಿ / ಉದ್ದೇಶ / ಧ್ಯೇಯ,N/A,b2
5578,obligation (duty),noun,ಕರ್ತವ್ಯ / ಜವಾಬ್ದಾರಿ / ಬಾಧ್ಯತೆ,N/A,b2
5579,obligation (liability),noun,ಬಾಧ್ಯತೆ / ಋಣ / ಜವಾಬ್ದಾರಿ,N/A,b2
5580,to oblige (to require),verb,ನಿರ್ಬಂಧಿಸು / ಕಡ್ಡಾಯಗೊಳಿಸು / ಬಾಧ್ಯತೆ ವಿಧಿಸು,transitive,c1
5581,observation (watching),noun,ವೀಕ್ಷಣೆ / ಅವಲೋಕನ / ಗಮನ,N/A,b2
5582,observation (remark),noun,ಅಭಿಪ್ರಾಯ / ಟಿಪ್ಪಣಿ / ಅವಲೋಕನ,N/A,b2
5583,to observe (rules),verb,ಪಾಲಿಸು / ಅನುಸರಿಸು / ಗೌರವಿಸು,transitive,b2
5584,to observe (festival),verb,ಆಚರಿಸು / ನಡೆಸು,transitive,b2
5585,observer (official),noun,ವೀಕ್ಷಕ,N/A,b2
5586,to obsess (worrying),verb,ಗೀಳು ಹಚ್ಚಿಕೊ / ಗೀಳು ಹಿಡಿ / ಅತಿಯಾಗಿ ಆಲೋಚಿಸು,intransitive,c1
5587,to obsess (fixated),verb,ತಲ್ಲೀನನಾಗು / ಮಗ್ನನಾಗು,intransitive,c1
5588,obsession (compulsion),noun,ಗೀಳು / ಮೋಹ,N/A,c1
5589,obsession (enthusiasm),noun,ತೀವ್ರ ಆಸಕ್ತಿ / ಕಡುಮೋಹ / ಗೀಳು,N/A,c1
5590,obstacle,noun,ಅಡತಡೆ / ತಡೆ / ಅಡ್ಡಿ / ವಿಘ್ನ,N/A,b2
5591,to obtain,verb,ಪಡೆ / ಗಳಿಸು / ಸಂಪಾದಿಸು / ಹೊಂದಿಸು,transitive,b2
5592,obvious,adjective,ಸ್ಪಷ್ಟ / ನಿಸ್ಸಂದೇಹ / ಪ್ರತ್ಯಕ್ಷ,N/A,b1
5593,obviously,adverb,ಸ್ಪಷ್ಟವಾಗಿ / ನಿಸ್ಸಂದೇಹವಾಗಿ / ಸಹಜವಾಗಿ / ಖಂಡಿತವಾಗಿ,N/A,b1
5594,occasion (event),noun,ಸಂದರ್ಭ / ಪ್ರಸಂಗ / ಸಮಯ,N/A,b1
5595,occasion (cause),noun,ಕಾರಣ / ಹೇತು,N/A,b1
5596,occasional,adjective,ಆಗಾಗ ಬರುವ / ವಿರಳವಾದ / ಸಂದರ್ಭೋಚಿತ,N/A,c1
5597,occasional (infrequent),adjective,ಆಗಾಗ ಬರುವ / ವಿರಳವಾದ,N/A,c1
5598,occasionally,adverb,ಆಗಾಗ / ಕೆಲವೊಮ್ಮೆ / ಸಂದರ್ಭಾನುಸಾರವಾಗಿ,N/A,b2
5599,occasionally (context-dependent),adverb,ಸಂದರ್ಭಾನುಸಾರವಾಗಿ / ಆಗಾಗ,N/A,c1
5600,overseas (adjectival: relating to foreign countries),adjective,ವಿದೇಶಿ / ಪರದೇಶಿ / ಹೊರದೇಶದ,N/A,b2
5601,overseas (adverbial: abroad),adjective,ವಿದೇಶದಲ್ಲಿ / ಪರದೇಶದಲ್ಲಿ / ಹೊರದೇಶದಲ್ಲಿ,N/A,b2
5602,traveling overseas,adjective,ಹೊರನಾಡಿಗೆ / ವಿದೇಶಕ್ಕೆ,N/A,b2
5604,to oversee,verb,ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡು / ಪರಿವೀಕ್ಷಿಸು / ಗಮನಿಸು,transitive,c1
5605,to overturn (physically),verb,ಮಗುಚಿ ಹಾಕು / ಕೆಡವು / ಉರುಳಿಸು,transitive,c1
5606,to capsize (intransitive),verb,ಮಗುಚು / ಉರುಳು,intransitive,c1
5607,to overturn (a ruling or decision),verb,ಅಸಿಂಧುಗೊಳಿಸು / ರದ್ದುಮಾಡು / ತಿರಸ್ಕರಿಸು,transitive,c1
5608,to reverse (a decision),verb,ರದ್ದುಮಾಡು / ಹಿಂದಕ್ಕೆ ತಿರುಗಿಸು / ತಿರುಗಿ ಹಾಕು / ರೆವರ್ಸು ಮಾಡು,transitive,c1
