english_word,word_class,kannada_translation,transliteration,verb_transitivity,level
confidence (self-belief),noun,ಆತ್ಮವಿಶ್ವಾಸ / ಧೈರ್ಯ / ನಂಬಿಕೆ,ātmaviśvāsa / dhairya / naṁbike,,b2
"confidence (trust, faith)",noun,ವಿಶ್ವಾಸ / ನಂಬಿಕೆ / ಭರವಸೆ,viśvāsa / naṁbike / bharavase,,b2
"conflict (clash, incompatibility of ideas, schedules)",noun,ಘರ್ಷಣೆ / ಭಿನ್ನಾಭಿಪ್ರಾಯ / ವೈರುಧ್ಯ,gharṣaṇe / bhinnābhiprāya / vairudhya,,b2
conflict (severe disagreement or struggle),noun,ಸಂಘರ್ಷ / ಹೋರಾಟ / ಕಲಹ,saṁgharṣa / hōrāṭa / kalaha,,b2
"confused (disorganized, muddled)",adjective,ಅಸ್ತವ್ಯಸ್ತ / ಅವ್ಯವಸ್ಥಿತ / ಗೊಂದಲಮಯ,astavyasta / avyavasthita / goṁdalamaya,,b2
confusing,adjective,ಗೊಂದಲಕಾರಿ / ಕಕ್ಕಾಬಿಕ್ಕಿ ಮಾಡುವ / ಅಸ್ಪಷ್ಟ,goṁdalakāri / kakkābikki māḍuva / aspaṣṭa,,b2
confusion,noun,ಗೊಂದಲ / ಕಕ್ಕಾಬಿಕ್ಕಿ / ಅಸ್ತವ್ಯಸ್ತತೆ,goṁdala / kakkābikki / astavyastate,,b2
conscious (aware of a specific topic),adjective,ಅರಿವುಳ್ಳ / ತಿಳುವಳಿಕೆಯುಳ್ಳ,arivuḷḷa / tiḷuvaḷikeyuḷḷa,,b2
"conscious (intentional, deliberate)",adjective,ಉದ್ದೇಶಪೂರ್ವಕ / ಪ್ರಜ್ಞಾಪೂರ್ವಕ,uddēśapūrvaka / prajñāpūrvaka,,b2
"consequently (formal, written)",adverb,ಪರಿಣಾಮವಾಗಿ / ಆದುದರಿಂದ,pariṇāmavāgi / ādudariṁda,,b2
consequently (general),adverb,ಆದುದರಿಂದ / ಆದ್ದರಿಂದ / ಹೀಗಾಗಿ,ādudariṁda / āddariṁda / hīgāgi,,b2
conservation (scientific principle),noun,ಸಂರಕ್ಷಣೆ / ರಕ್ಷಣೆ / ಉಳಿಸುವಿಕೆ,saṁrakṣaṇe / rakṣaṇe / uḷisuvike,,b2
"conservative (cautious, low estimate)",adjective,ಜಾಗರೂಕ / ಎಚ್ಚರಿಕೆಯ / ಮಿತವಾದ,jāgarūka / eccarikeya / mitavāda,,b2
"conservative (modest, traditional style)",adjective,ಸಂಪ್ರದಾಯಬದ್ಧ / ಸಂಪ್ರದಾಯಸ್ಥ / ಹಳೆಯ ಪದ್ಧತಿಯ,saṁpradāyabaddha / saṁpradāyastha / haḷeya paddhatiya,,b2
conservative (political ideology),adjective,ಸಂಪ್ರದಾಯವಾದಿ / ರೂಢಿವಾದಿ / ಸಂಪ್ರದಾಯಸ್ಥ,saṁpradāyavādi / rūḍhivādi / saṁpradāyastha,,b2
conservative (political),noun,ಸಂಪ್ರದಾಯವಾದಿ / ರೂಢಿವಾದಿ / ಸಂಪ್ರದಾಯಸ್ಥ,saṁpradāyavādi / rūḍhivādi / saṁpradāyastha,,b2
conservative (traditionalist),noun,ಸಂಪ್ರದಾಯವಾದಿ / ಸಂಪ್ರದಾಯಸ್ಥ / ರೂಢಿವಾದಿ,saṁpradāyavādi / saṁpradāyastha / rūḍhivādi,,b2
considerable,adjective,ಗಣನೀಯ / ಗಮನಾರ್ಹ / ಹೆಚ್ಚಿನ / ಗಣ್ಯ,gaṇanīya / gamanārha / heccina / gaṇya,,b2
considerably,adverb,ಗಣನೀಯವಾಗಿ / ಗಮನಾರ್ಹವಾಗಿ / ಹೆಚ್ಚಾಗಿ,gaṇanīyavāgi / gamanārhavāgi / heccāgi,,b2
consideration (compensation),noun,ಪ್ರತಿಫಲ / ಪರಿಹಾರ / ಬದಲಾಗಿ,pratiphala / parihāra / badalāgi,,b2
"consideration (kindness, empathy)",noun,ಪರರ ಬಗ್ಗೆ ಗಮನ / ಪರಾನುಭೂತಿ / ದಯೆ / ಮಾನವೀಯತೆ,parara bagge gamana / parānubhūti / daye / mānavīyate,,b2
consideration (thoughtfulness),noun,ಗಮನ / ಆಲೋಚನೆ / ಪರಿಶೀಲನೆ,gamana / ālōcane / pariśīlane,,b2
consistent (in agreement),adjective,ಸರಿಹೊಂದುವ / ಹೊಂದಿಕೆಯಾಗುವ / ಅನುಗುಣವಾದ,sarihoṁduva / hoṁdikeyāguva / anuguṇavāda,,b2
consistently (regularly),adverb,ನಿಯಮಿತವಾಗಿ / ಕ್ರಮಬದ್ಧವಾಗಿ,niyamitavāgi / kramabaddhavāgi,,b2
consistently (without deviation),adverb,ಸ್ಥಿರವಾಗಿ / ಅವಿಚಲವಾಗಿ / ನಿರಂತರವಾಗಿ,sthiravāgi / avicalavāgi / niraṁtaravāgi,,b2
conspiracy,noun,ಪಿತೂರಿ / ಸಂಚು / ಷಡ್ಯಂತ್ರ,pitūri / saṁcu / ṣaḍyaṁtra,,b2
constant (continuous),adjective,ನಿರಂತರ / ಸತತ / ಅವಿರತ,niraṁtara / satata / avirata,,b2
constant (fixed),adjective,ಸ್ಥಿರ / ಅಚಲ / ದೃಢ,sthira / acala / dr̥ḍha,,b2
constantly (always),adverb,ಯಾವಾಗಲೂ / ಸದಾ / ಎಂದಿಗೂ,yāvāgalū / sadā / eṁdigū,,b2
constantly (continuously),adverb,ನಿರಂತರವಾಗಿ / ಸತತವಾಗಿ / ಅವಿರತವಾಗಿ,niraṁtaravāgi / satatavāgi / aviratavāgi,,b2
construction (of a building),noun,ನಿರ್ಮಾಣ / ಕಟ್ಟಡ / ರಚನೆ,nirmāṇa / kaṭṭaḍa / racane,,b2
"construction (structure, arrangement)",noun,ರಚನೆ / ರೂಪರೇಷೆ / ಸಂಯೋಜನೆ,racane / rūparēṣe / saṁyōjane,,b2
consultant (advisor),noun,ಸಲಹೆಗಾರ / ಪರಾಮರ್ಶಕ / ಆಪ್ತಸಲಹೆಗಾರ,salahegāra / parāmarśaka / āptasalahegāra,,b2
consultant (medical specialist),noun,ತಜ್ಞ ವೈದ್ಯ / ವಿಶೇಷಜ್ಞ ವೈದ್ಯ,tajña vaidya / viśēṣajña vaidya,,b2
consumer (biological),noun,ಭಕ್ಷಕ,bhakṣaka,,b2
consumption (economic term),noun,ಉಪಭೋಗ / ಬಳಕೆ / ಖರ್ಚು,upabhōga / baḷake / kharcu,,b2
contact lens,noun,ಕಾಂಟ್ಯಾಕ್ಟ್ ಲೆನ್ಸ್ / ಸ್ಪರ್ಶ ಮಸೂರ,kāṁṭyākṭ lens / sparśa masūra,,b2
"contemporary (modern, current)",adjective,ಸಮಕಾಲೀನ / ಆಧುನಿಕ / ಪ್ರಸ್ತುತ,samakālīna / ādhunika / prastuta,,b2
contemporary (of the same era),adjective,ಸಮಕಾಲೀನ / ಒಂದೇ ಕಾಲದ,samakālīna / oṁdē kālada,,b2
contest (formal dispute),noun,ವಿವಾದ / ಸ್ಪರ್ಧೆ,vivāda / spardhe,,b2
contract,noun,ಒಪ್ಪಂದ / ಕರಾರು,oppaṁda / karāru,,b2
"contribution (effort, role)",noun,ಕೊಡುಗೆ / ಪಾಲು / ಕಾಣಿಕೆ,koḍuge / pālu / kāṇike,,b2
controversial,adjective,ವಿವಾದಾಸ್ಪದ / ವಿವಾದಿತ / ಚರ್ಚಾಸ್ಪದ,vivādāspada / vivādita / carcāspada,,b2
controversy,noun,ವಿವಾದ / ಚರ್ಚೆ / ಭಿನ್ನಾಭಿಪ್ರಾಯ,vivāda / carce / bhinnābhiprāya,,b2
convenience (facility or amenity),noun,ಸೌಕರ್ಯ / ಅನುಕೂಲ / ಸೌಲಭ್ಯ,saukarya / anukūla / saulabhya,,b2
convention (large meeting),noun,ಸಮ್ಮೇಳನ / ಅಧಿವೇಶನ,sammēḷana / adhivēśana,,b2
convention (social standard),noun,ಸಂಪ್ರದಾಯ / ರೂಢಿ / ಪದ್ಧತಿ,saṁpradāya / rūḍhi / paddhati,,b2
"conventional (military, weapons)",adjective,ಸಾಂಪ್ರದಾಯಿಕ / ರೂಢಿಗತ,sāṁpradāyika / rūḍhigata,,b2
convinced (certain),adjective,ಮನವರಿಕೆ ಆದ / ಖಚಿತವಾದ,manavarike āda / khacitavāda,,b2
convinced (persuaded),adjective,ಒಪ್ಪಿದ / ಮನವೊಲಿದ,oppida / manavolida,,b2
convincing (argument or evidence),adjective,ಬಲವಾದ / ಮನವರಿಕೆ ಮಾಡುವ / ಖಚಿತವಾದ,balavāda / manavarike māḍuva / khacitavāda,,b2
convincing (credible),adjective,ನಂಬಲರ್ಹವಾದ / ವಿಶ್ವಾಸಾರ್ಹ,naṁbalarhavāda / viśvāsārha,,b2
convincing (performance or appearance),adjective,ನಂಬಲರ್ಹವಾದ / ವಾಸ್ತವಿಕ,naṁbalarhavāda / vāstavika,,b2
"core (center, innermost part)",adjective,ಕೇಂದ್ರ ಭಾಗ / ತಿರುಳು / ಮಧ್ಯಭಾಗ,kēṁdra bhāga / tiruḷu / madhyabhāga,,b2
core (central physical),adjective,ಕೇಂದ್ರದ / ಮಧ್ಯದ / ಪ್ರಮುಖ,kēṁdrada / madhyada / pramukha,,b2
"core (essential part, gist)",noun,ತಿರುಳು / ಸಾರಾಂಶ / ಮೂಲ,tiruḷu / sārāṁśa / mūla,,b2
core (essential),adjective,ಮೂಲಭೂತ / ಪ್ರಮುಖ / ತಿರುಳು,mūlabhūta / pramukha / tiruḷu,,b2
"core (muscles, anatomy)",noun,ಕೇಂದ್ರದ ಸ್ನಾಯುಗಳು / ಪ್ರಮುಖ ಸ್ನಾಯುಗಳು,kēṁdrada snāyugaḷu / pramukha snāyugaḷu,,b2
core (of a fruit),noun,ತಿರುಳು / ಬೀಜಕೋಶ,tiruḷu / bījakōśa,,b2
corporate,adjective,ಸಾಂಸ್ಥಿಕ / ನಿಗಮದ / ಕಂಪನಿಯ,sāṁsthika / nigamada / kaṁpaniya,,b2
corporation (large business entity),noun,ನಿಗಮ / ಸಂಸ್ಥೆ / ಕಂಪನಿ,nigama / saṁsthe / kaṁpani,,b2
corporation (municipal governing body),noun,ಮಹಾನಗರ ಪಾಲಿಕೆ / ನಗರಸಭೆ / ಪಾಲಿಕೆ,mahānagara pālike / nagarasabhe / pālike,,b2
"corridor (geographical, economic route)",noun,ಸಾರಿಗೆ ಮಾರ್ಗ / ಕಾರಿಡಾರ್ / ಹಾದಿ,sārige mārga / kāriḍār / hādi,,b2
council,noun,ಮಂಡಳಿ / ಪರಿಷತ್ತು / ಸಭೆ,maṁḍaḷi / pariṣattu / sabhe,,b2
count (legal charge),noun,ಆರೋಪ / ದೂರು / ಅಭಿಯೋಗ,ārōpa / dūru / abhiyōga,,b2
counter (surface),noun,ಕೌಂಟರ್ / ಮಾರಾಟದ ಮೇಜು / ಮೇಜು,kauṁṭar / mārāṭada mēju / mēju,,b2
"counter (token, piece)",noun,ಕಾಯಿ / ಚಿಹ್ನೆ / ಗುರುತು,kāyi / cihne / gurutu,,b2
county,noun,ಜಿಲ್ಲೆ / ಪ್ರಾಂತ್ಯ,jille / prāṁtya,,b2
courage (valor or heroism),noun,ಶೌರ್ಯ / ಧೈರ್ಯ / ಸಾಹಸ,śaurya / dhairya / sāhasa,,b2
coverage (media reporting),noun,ವರದಿಗಾರಿಕೆ / ಸುದ್ದಿ ಪ್ರಸಾರ,varadigārike / suddi prasāra,,b2
"coverage (scope, insurance)",noun,ವ್ಯಾಪ್ತಿ / ಆವರಣ,vyāpti / āvaraṇa,,b2
crack (fissure),noun,ಬಿರುಕು / ಸೀಳು,biruku / sīḷu,,b2
crack (sharp sound),noun,ಛಟಪಟ ಶಬ್ದ / ಸೀಳುವ ಶಬ್ದ,chaṭapaṭa śabda / sīḷuva śabda,,b2
craft (vehicle),noun,ನೌಕೆ / ವಾಹನ,nauke / vāhana,,b2
crash (system failure),noun,ವ್ಯವಸ್ಥೆಯ ವೈಫಲ್ಯ / ಕುಸಿತ,vyavastheya vaiphalya / kusita,,b2
creation (a work or product),noun,ಕೃತಿ / ಸೃಷ್ಟಿ / ರಚನೆ,kr̥ti / sr̥ṣṭi / racane,,b2
creation (the act or process),noun,ಸೃಷ್ಟಿ / ರಚನೆ / ನಿರ್ಮಾಣ,sr̥ṣṭi / racane / nirmāṇa,,b2
creativity,noun,ಸೃಜನಾತ್ಮಕತೆ / ಸೃಷ್ಟಿಶೀಲತೆ / ನವೀನತೆ,sr̥janātmakate / sr̥ṣṭiśīlate / navīnate,,b2
creature (dependent person),noun,ಕೈಗೊಂಬೆ / ಅಧೀನ ವ್ಯಕ್ತಿ,kaigoṁbe / adhīna vyakti,,b2
crew (informal group of friends),noun,ಬಳಗ / ಗೆಳೆಯರ ಗುಂಪು / ತಂಡ,baḷaga / geḷeyara guṁpu / taṁḍa,,b2
crisis,noun,ಬಿಕ್ಕಟ್ಟು / ಸಂಕಷ್ಟ / ಕಷ್ಟದ ಪರಿಸ್ಥಿತಿ,bikkaṭṭu / saṁkaṣṭa / kaṣṭada paristhiti,,b2
criterion,noun,ಮಾನದಂಡ / ಅಳತೆಗೋಲು / ನಿಬಂಧನೆ,mānadaṁḍa / aḷategōlu / nibaṁdhane,,b2
"critic (fault-finder, censorious person)",noun,ಟೀಕಾಕಾರ / ದೋಷಾರೋಪಕ / ನಿಂದಕ,ṭīkākāra / dōṣārōpaka / niṁdaka,,b2
"critic (professional reviewer, arts)",noun,ವಿಮರ್ಶಕ / ವಿಶ್ಲೇಷಕ,vimarśaka / viślēṣaka,,b2
critical (analytical),adjective,ವಿಮರ್ಶಾತ್ಮಕ / ವಿಶ್ಲೇಷಣಾತ್ಮಕ,vimarśātmaka / viślēṣaṇātmaka,,b2
critical (essential),adjective,ನಿರ್ಣಾಯಕ / ಅತಿ ಮುಖ್ಯ / ಅತ್ಯಗತ್ಯ,nirṇāyaka / ati mukhya / atyagatya,,b2
critical (fault-finding),adjective,ಟೀಕಾತ್ಮಕ / ದೋಷಾರೋಪಣೆಯ,ṭīkātmaka / dōṣārōpaṇeya,,b2
critical (serious state),adjective,ವಿಷಮ / ಗಂಭೀರ / ಸಂಕಷ್ಟದ,viṣama / gaṁbhīra / saṁkaṣṭada,,b2
critically (analyzing),adverb,ವಿಮರ್ಶಾತ್ಮಕವಾಗಿ / ವಿಶ್ಲೇಷಣಾತ್ಮಕವಾಗಿ,vimarśātmakavāgi / viślēṣaṇātmakavāgi,,b2
"critically (crucially, essentially)",adverb,ನಿರ್ಣಾಯಕವಾಗಿ / ಅತಿ ಮುಖ್ಯವಾಗಿ / ಅತ್ಯಗತ್ಯವಾಗಿ,nirṇāyakavāgi / ati mukhyavāgi / atyagatyavāgi,,b2
"critically (crucially, severely)",adverb,ವಿಷಮವಾಗಿ / ಗಂಭೀರವಾಗಿ / ನಿರ್ಣಾಯಕವಾಗಿ,viṣamavāgi / gaṁbhīravāgi / nirṇāyakavāgi,,b2
"criticism (fault-finding, censure)",noun,ಟೀಕೆ / ದೋಷಾರೋಪಣೆ / ನಿಂದೆ,ṭīke / dōṣārōpaṇe / niṁde,,b2
"criticism (review, analysis)",noun,ವಿಮರ್ಶೆ / ವಿಶ್ಲೇಷಣೆ,vimarśe / viślēṣaṇe,,b2
"crop (batch or yield of people, things)",noun,ಗುಂಪು / ತಂಡ / ಸಮೂಹ,guṁpu / taṁḍa / samūha,,b2
"crop (of graduates, products)",noun,ಬ್ಯಾಚ್ / ತಂಡ / ಗುಂಪು,byāc / taṁḍa / guṁpu,,b2
crucial,adjective,ನಿರ್ಣಾಯಕ / ಅತಿ ಮುಖ್ಯ / ಅತ್ಯಗತ್ಯ / ಪ್ರಾಮುಖ್ಯ,nirṇāyaka / ati mukhya / atyagatya / prāmukhya,,b2
cruise,noun,ಸಮುದ್ರಯಾನ / ಜಲವಿಹಾರ / ಹಡಗುಯಾನ,samudrayāna / jalavihāra / haḍaguyāna,,b2
cry (act of weeping),noun,ಅಳು / ರೋದನ,aḷu / rōdana,,b2
cry (loud shout or call),noun,ಕೂಗು / ಅರಚಾಟ / ಘೋಷಣೆ,kūgu / aracāṭa / ghōṣaṇe,,b2
cryptocurrency miner,noun,ಕ್ರಿಪ್ಟೋ ಮೈನರ್,kripṭō mainar,,b2
cue (billiards stick - descriptive),noun,ಬಿಲಿಯರ್ಡ್ಸ್ ಕೋಲು,biliyarḍs kōlu,,b2
cue (billiards stick),noun,ಕ್ಯೂ,kyū,,b2
cue (signal or hint),noun,ಸಂಕೇತ / ಸೂಚನೆ / ಗುರುತು,saṁkēta / sūcane / gurutu,,b2
cure (process of healing),noun,ಗುಣಪಡಿಸುವಿಕೆ / ಚಿಕಿತ್ಸೆ / ಉಪಚಾರ,guṇapaḍisuvike / cikitse / upacāra,,b2
cure (remedy),noun,ಮದ್ದು / ಔಷಧಿ / ಪರಿಹಾರ,maddu / auṣadhi / parihāra,,b2
curiosity (sense of wonder),noun,ಕುತೂಹಲ / ಆಶ್ಚರ್ಯ,kutūhala / āścarya,,b2
curious (inquisitive),adjective,ಕುತೂಹಲಕಾರಿ / ಜಿಜ್ಞಾಸೆಯುಳ್ಳ,kutūhalakāri / jijñāseyuḷḷa,,b2
"curious (strange, peculiar)",adjective,ವಿಚಿತ್ರ / ಅಪರೂಪದ / ಅದ್ಭುತ,vicitra / aparūpada / adbhuta,,b2
"currency (circulation, prevalence)",noun,ಜಾರಿ / ಚಲಾವಣೆ / ಪ್ರಚಲಿತ,jāri / calāvaṇe / pracalita,,b2
current (electrical),noun,ವಿದ್ಯುತ್ ಪ್ರವಾಹ / ಕರೆಂಟ್,vidyut pravāha / kareṁṭ,,b2
current (natural flow),noun,ಪ್ರವಾಹ / ಹರಿವು,pravāha / harivu,,b2
curriculum,noun,ಪಠ್ಯಕ್ರಮ / ಪಠ್ಯಸೂಚಿ,paṭhyakrama / paṭhyasūci,,b2
curve (graph or statistics),noun,ವಕ್ರರೇಖೆ,vakrarēkhe,,b2
"curved (arc, formal)",adjective,ವಕ್ರ,vakra,,b2
"curved (bent, crooked)",adjective,ಬಾಗಿದ / ಡೊಂಕು / ವಕ್ರ,bāgida / ḍoṁku / vakra,,b2
cute,adjective,ಮುದ್ದಾದ / ಚಂದದ,muddāda / caṁdada,,b2
dairy,adjective,ಹಾಲಿನ / ಕ್ಷೀರ,hālina / kṣīra,,b2
dairy (establishment or factory),noun,ಡೈರಿ / ಹಾಲು ಉತ್ಪಾದನಾ ಘಟಕ,ḍairi / hālu utpādanā ghaṭaka,,b2
dairy (milk products),noun,ಹೈನು / ಹೈನು ಉತ್ಪನ್ನಗಳು,hainu / hainu utpannagaḷu,,b2
"darkness (figurative, despair, ignorance)",noun,ಅಂಧಕಾರ / ತಮಸ್ಸು,aṁdhakāra / tamassu,,b2
database,noun,ದತ್ತಾಂಶ ಸಂಗ್ರಹ / ಡೇಟಾಬೇಸ್,dattāṁśa saṁgraha / ḍēṭābēs,,b2
"deadline (final submission date, official)",noun,ಅಂತಿಮ ದಿನಾಂಕ / ಅಂತಿಮ ಸಮಯ / ಅಂತಿಮ ಗಡುವು,aṁtima dināṁka / aṁtima samaya / aṁtima gaḍuvu,,b2
deadline (time limit),noun,ಗಡುವು,gaḍuvu,,b2
deadly (accurate),adjective,ನಿಖರ / ಖಚಿತ / ಚುರುಕು,nikhara / khacita / curuku,,b2
deadly (accurate/precise),adjective,ಅತ್ಯಂತ ನಿಖರವಾದ / ಖಚಿತವಾದ,atyaṁta nikharavāda / khacitavāda,,b2
deadly (extremely serious),adjective,ಮಾರಕ / ಪ್ರಾಣಾಂತಿಕ / ಘೋರ,māraka / prāṇāṁtika / ghōra,,b2
deadly (extremely serious/fatal),adjective,ಮಾರಕ / ತೀವ್ರವಾದ,māraka / tīvravāda,,b2
"dealer (drugs, illegal substances)",noun,ಕಳ್ಳ ಮಾರಾಟಗಾರ,kaḷḷa mārāṭagāra,,b2
"debate (formal event, contest)",noun,ವಾದ-ವಿವಾದ / ಚರ್ಚೆ / ಸಂವಾದ,vāda-vivāda / carce / saṁvāda,,b2
"debt (obligation, gratitude)",noun,ಋಣ / ಬಾಧ್ಯತೆ / ಕೃತಜ್ಞತೆ,r̥ṇa / bādhyate / kr̥tajñate,,b2
"decent (proper, modest behavior)",adjective,ಸಭ್ಯ / ಯೋಗ್ಯ / ಶಿಷ್ಟ,sabhya / yōgya / śiṣṭa,,b2
"decent (satisfactory quality, sufficient)",adjective,ತೃಪ್ತಿದಾಯಕ / ಸಾಕಷ್ಟು / ಉತ್ತಮ,tr̥ptidāyaka / sākaṣṭu / uttama,,b2
deck (of cards),noun,ಕಾರ್ಡುಗಳ ಕಟ್ಟು / ಪತ್ತೆಗಳ ಕಟ್ಟು,kārḍugaḷa kaṭṭu / pattegaḷa kaṭṭu,,b2
deck (ship platform),noun,ಹಡಗಿನ ಮಹಡಿ / ಹಡಗಿನ ಮೇಲ್ಮೈ / ಅಟ್ಟ,haḍagina mahaḍi / haḍagina mēlmai / aṭṭa,,b2
decline (decrease or deterioration),noun,ಇಳಿಕೆ / ಕುಸಿತ / ಕ್ಷೀಣತೆ,iḷike / kusita / kṣīṇate,,b2
decline (slope or descent),noun,ಇಳಿಜಾರು / ಇಳಿ / ಇಳಿಮುಖ,iḷijāru / iḷi / iḷimukha,,b2
decoration (award or medal),noun,ಪ್ರಶಸ್ತಿ / ಪದಕ / ಗೌರವ,praśasti / padaka / gaurava,,b2
decrease,noun,ಇಳಿಕೆ / ಕಡಿತ / ಕುಸಿತ / ಕ್ಷೀಣತೆ,iḷike / kaḍita / kusita / kṣīṇate,,b2
"deeply (emotionally, intensely)",adverb,ತೀವ್ರವಾಗಿ / ಆಳವಾಗಿ / ಗಾಢವಾಗಿ / ಅತ್ಯಂತ,tīvravāgi / āḷavāgi / gāḍhavāgi / atyaṁta,,b2
"deeply (physically, literally)",adverb,ಆಳವಾಗಿ / ಆಳಕ್ಕೆ,āḷavāgi / āḷakke,,b2
"defeat (formal, political loss)",noun,ಸೋಲು / ಪರಾಭವ / ಅಪಜಯ,sōlu / parābhava / apajaya,,b2
defence (legal argument),noun,ಸಮರ್ಥನೆ / ಪ್ರತಿವಾದ / ವಾದ,samarthane / prativāda / vāda,,b2
defence (legal party),noun,ಪ್ರತಿವಾದಿ ಪಕ್ಷ / ಪ್ರತಿವಾದಿ,prativādi pakṣa / prativādi,,b2
defender (sports position),noun,ರಕ್ಷಕ / ಡಿಫೆಂಡರ್,rakṣaka / ḍipheṁḍar,,b2
"deliberate (careful, slow)",adjective,ಜಾಗರೂಕ / ನಿಧಾನವಾದ / ಆಲೋಚನಾಪೂರ್ವಕ,jāgarūka / nidhānavāda / ālōcanāpūrvaka,,b2
deliberate (intentional),adjective,ಉದ್ದೇಶಪೂರ್ವಕ / ಯೋಜಿತ,uddēśapūrvaka / yōjita,,b2
deliberately (carefully and slowly),adverb,ಜಾಗರೂಕತೆಯಿಂದ / ನಿಧಾನವಾಗಿ / ಆಲೋಚನಾಪೂರ್ವಕವಾಗಿ,jāgarūkateyiṁda / nidhānavāgi / ālōcanāpūrvakavāgi,,b2
deliberately (on purpose),adverb,ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ / ಯೋಜಿತವಾಗಿ,uddēśapūrvakavāgi / yōjitavāgi,,b2
delight,noun,ಸಂತೋಷ / ಆನಂದ / ಹರ್ಷ,saṁtōṣa / ānaṁda / harṣa,,b2
delighted,adjective,ಸಂತೋಷಗೊಂಡ / ಹರ್ಷಿತ / ಖುಷಿಯಾದ,saṁtōṣagoṁḍa / harṣita / khuṣiyāda,,b2
delivery (childbirth),noun,ಹೆರಿಗೆ / ಪ್ರಸವ,herige / prasava,,b2
delivery (speech style),noun,ನಿರೂಪಣೆ / ಮಾತಿನ ಶೈಲಿ / ಪ್ರಸ್ತುತಿ,nirūpaṇe / mātina śaili / prastuti,,b2
democratic,adjective,ಪ್ರಜಾಪ್ರಭುತ್ವದ / ಜನಪರ / ಪ್ರಜಾಸತ್ತಾತ್ಮಕ,prajāprabhutvada / janapara / prajāsattātmaka,,b2
"democratic (inclusive, egalitarian)",adjective,ಸಮಾನತೆಯ / ಸಮತಾವಾದಿ / ಸಮಗ್ರ,samānateya / samatāvādi / samagra,,b2
democratic (participatory),adjective,ಭಾಗವಹಿಸುವಿಕೆಯ / ಪಾಲ್ಗೊಳ್ಳುವಿಕೆಯ,bhāgavahisuvikeya / pālgoḷḷuvikeya,,b2
demonstration (public protest),noun,ಪ್ರತಿಭಟನೆ / ಪ್ರದರ್ಶನ / ಮುಷ್ಕರ,pratibhaṭane / pradarśana / muṣkara,,b2
demonstration (showing how something works),noun,ಪ್ರದರ್ಶನ / ನಿರೂಪಣೆ / ವಿವರಣೆ,pradarśana / nirūpaṇe / vivaraṇe,,b2
"demonstration, show (of emotion)",noun,ಅಭಿವ್ಯಕ್ತಿ / ಪ್ರದರ್ಶನ / ಪ್ರಕಟಣೆ,abhivyakti / pradarśana / prakaṭaṇe,,b2
departure (deviation),noun,ವಿಚಲನ / ದಾರಿ ತಪ್ಪುವಿಕೆ / ವ್ಯತ್ಯಾಸ,vicalana / dāri tappuvike / vyatyāsa,,b2
dependent (person receiving financial support),adjective,ಅವಲಂಬಿತ / ಆಶ್ರಿತ / ಪೋಷಿತ,avalaṁbita / āśrita / pōṣita,,b2
